GAW,GAW10,GAW20,Std_Degree,node_amt_total_in,node_amt_min_in,node_amt_max_in,node_amt_mean_in,node_amt_median_in,node_amt_std_in,node_deg_in,node_deg_in_unique,node_amt_total_out,node_amt_min_out,node_amt_max_out,node_amt_mean_out,node_amt_median_out,node_amt_std_out,node_deg_out,node_deg_out_unique,node_deg_total,max_account_balance,min_account_balance,starting_balance,ending_balance,max_balance_shift,limit_balance_shift,id,node_isSar
0.0,0.0,0.0,13.653882264347859,1346300.8199999998,3.81,999.77,545.9451824817518,549.41,267.5007683367155,2466.0,211.0,116328.9,102.63,989.18,564.7033980582524,580.63,270.561487755398,206.0,103.0,2672.0,1326177.2399999967,96205.32,96205.32,1326177.2399999967,1229971.9199999967,-1229971.9199999967,18.0,0.0
0.0,0.0,0.0,13.477749884862018,1570612.15,11.68,999.59,548.2066841186736,550.71,260.4269853397657,2865.0,207.0,118928.72,101.99,994.64,580.1400975609756,575.77,254.5591515733555,205.0,103.0,3070.0,1503855.67,52172.24,52172.24,1503855.67,1451683.43,-1451683.43,19.0,0.0
0.0,0.0,0.0,12.597087987432808,1428595.5899999999,3.19,999.28,538.8893210109392,535.8,262.24474112491134,2651.0,187.0,116447.86,100.15,999.71,565.2808737864078,590.81,262.59260629682774,206.0,103.0,2857.0,1409882.4400000009,97126.12,97126.12,1409273.8500000008,1312756.3200000008,-1312147.730000001,20.0,0.0
0.0,0.0,0.0,13.257584410504714,1787506.58,16.71,999.76,546.8053166105843,544.8,258.6685168352991,3269.0,201.0,115332.74,101.02,995.65,557.1629951690821,566.51,240.55536088587246,207.0,104.0,3476.0,1765432.1900000016,92581.92,92581.92,1764755.7600000016,1672850.2700000016,-1672173.8400000017,21.0,1.0
0.0,0.0,0.0,13.301617505376175,1391930.8599999999,16.19,999.9,549.7357266982622,560.0699999999999,260.987425881311,2532.0,203.0,106070.79,104.18,998.64,514.9067475728154,522.595,269.15765750178633,206.0,103.0,2738.0,1361988.2100000004,74766.94,74766.94,1360627.0100000005,1287221.2700000005,-1285860.0700000005,22.0,0.0
0.0,0.0,0.0,13.78598154896224,1446207.3599999999,21.49,999.82,543.4826606538894,542.98,259.729801306078,2661.0,214.0,115671.69,116.29,999.89,564.2521463414635,559.2,251.05687226695545,205.0,103.0,2866.0,1424847.5099999998,93737.56,93737.56,1424273.2299999997,1331109.9499999997,-1330535.6699999997,23.0,1.0
0.0,0.0,0.0,13.653882264347859,1719992.77,3.66,999.45,548.2922441823398,551.76,261.27862172664305,3137.0,211.0,110298.37000000001,102.14,999.82,538.0408292682928,527.3,259.7028762217486,205.0,103.0,3342.0,1665773.9399999988,55723.35,55723.35,1665417.7499999986,1610050.5899999987,-1609694.3999999985,24.0,0.0
0.0,0.0,0.0,13.874047738705162,1699247.01,19.17,999.95,545.6798362235068,541.4200000000001,262.27302742507294,3114.0,216.0,117100.62000000001,100.97,993.37,571.2225365853659,589.49,252.49777876522126,205.0,103.0,3319.0,1653493.9100000036,71347.52,71347.52,1653493.9100000036,1582146.3900000036,-1582146.3900000036,25.0,0.0
0.0,0.0,0.0,13.081452031018873,1746606.76,18.19,999.19,544.9631076443058,541.97,257.7741230714533,3205.0,198.0,113720.66,100.46,986.96,552.0420388349514,569.645,270.3514711359228,206.0,103.0,3411.0,1704167.2100000028,71281.11,71281.11,1704167.2100000028,1632886.1000000027,-1632886.1000000027,26.0,0.0
0.0,0.0,0.0,14.358411782291226,1750614.54,8.75,999.64,534.0495851128737,535.2,264.8268334389188,3278.0,227.0,113992.7,103.17,995.85,553.3626213592233,569.615,264.9733694622847,206.0,103.0,3484.0,1709207.019999995,72465.52,72465.52,1709087.359999995,1636741.4999999949,-1636621.839999995,27.0,0.0
0.0,0.0,0.0,13.78598154896224,1466583.6199999999,12.73,999.41,543.1791185185185,538.9749999999999,259.2209702974737,2700.0,214.0,107856.60999999999,106.5,997.42,523.575776699029,504.515,259.5985477488824,206.0,103.0,2906.0,1414481.7999999975,54900.79,54900.79,1413627.7999999975,1359581.0099999974,-1358727.0099999974,28.0,1.0
0.0,0.0,0.0,13.565816074604937,1442746.6,19.13,999.8,546.2879969708445,544.4,261.77552335306615,2641.0,209.0,117566.01999999999,100.42,997.44,570.7088349514563,600.62,264.4608214410661,206.0,103.0,2847.0,1416890.0199999975,91101.81,91101.81,1416282.3899999976,1325788.2099999974,-1325180.5799999975,29.0,0.0
0.0,0.0,0.0,13.301617505376175,1246776.41,0.66,999.97,545.1580279842589,544.88,260.914668773865,2287.0,203.0,109668.84,101.64,984.25,532.3730097087379,542.4200000000001,256.53576612933136,206.0,103.0,2493.0,1197707.4000000013,60599.83,60599.83,1197707.4000000013,1137107.5700000012,-1137107.5700000012,30.0,0.0
0.0,0.0,0.0,13.433716789990557,1329437.5499999998,20.47,999.5,547.9956924979389,547.28,258.94781321126214,2426.0,206.0,110414.75,100.23,990.62,535.9939320388349,530.49,267.70601863276994,206.0,103.0,2632.0,1277990.489999995,58967.69,58967.69,1277990.489999995,1219022.7999999952,-1219022.7999999952,31.0,0.0
0.0,0.0,0.0,13.962113928448082,1786695.45,6.76,999.87,536.8676231971153,530.995,262.12264283248527,3328.0,218.0,111130.48000000001,100.56,994.88,542.0999024390244,530.49,254.02814455938372,205.0,103.0,3533.0,1768936.9399999992,93231.99,93231.99,1768796.9599999993,1675704.9499999993,-1675564.9699999993,32.0,0.0
0.0,0.0,0.0,14.622610351519988,1875875.71,0.17,999.92,544.3632356355195,537.875,259.1954315253804,3446.0,233.0,114360.61,101.31,999.8,555.1485922330097,572.31,269.91216327347985,206.0,103.0,3652.0,1819294.859999991,57779.76,57779.76,1819294.859999991,1761515.099999991,-1761515.099999991,33.0,0.0
0.0,0.0,0.0,13.521782979733477,1425506.3399999999,3.23,999.03,544.9183256880733,544.2049999999999,265.1386477483845,2616.0,208.0,116376.57,121.65,991.59,564.9348058252427,589.72,253.27355300189757,206.0,103.0,2822.0,1394457.5299999968,84317.27,84317.27,1393447.0399999968,1310140.2599999967,-1309129.7699999968,34.0,0.0
0.0,0.0,0.0,13.257584410504714,1405075.54,3.58,999.56,546.934815103153,538.09,259.74545367456903,2569.0,202.0,113868.27,100.71,998.28,552.7585922330097,559.0150000000001,244.55035609158912,206.0,103.0,2775.0,1357924.8400000024,65905.06,65905.06,1357112.3300000024,1292019.7800000024,-1291207.2700000023,35.0,0.0
0.0,0.0,0.0,13.037418936147413,1236721.6400000001,28.98,999.97,549.6540622222223,547.5150000000001,259.89496838109324,2250.0,197.0,114712.51000000001,101.93,998.7,556.8568446601943,573.565,263.8132741609849,206.0,103.0,2456.0,1173422.709999998,51413.58,51413.58,1173422.709999998,1122009.129999998,-1122009.129999998,36.0,0.0
0.0,0.0,0.0,14.182279402805385,1658932.28,7.09,999.86,538.0902627311061,532.09,260.1080105683382,3083.0,223.0,115527.53999999998,101.06,995.54,560.8133009708737,563.365,251.94239510306446,206.0,103.0,3289.0,1612292.4899999984,68887.75,68887.75,1612292.4899999984,1543404.7399999984,-1543404.7399999984,37.0,0.0
0.0,0.0,0.0,13.74194845409078,1638580.88,1.92,999.98,538.2985808147174,532.6500000000001,261.6822171145087,3044.0,213.0,120106.84999999999,100.22,989.38,583.0429611650485,599.8399999999999,257.5440130666489,206.0,103.0,3250.0,1602156.0699999996,83682.04,83682.04,1602156.0699999996,1518474.0299999996,-1518474.0299999996,38.0,0.0
0.0,0.0,0.0,14.138246307933924,1444449.3900000001,17.8,999.82,549.2203003802282,550.265,258.1055308394413,2630.0,222.0,113191.37,103.81,996.3,552.1530243902439,548.43,246.11667080556333,205.0,103.0,2835.0,1399706.6699999992,68448.65,68448.65,1399706.6699999992,1331258.0199999993,-1331258.0199999993,39.0,0.0
0.0,0.0,0.0,14.050180118191003,1895187.0699999998,22.5,999.99,553.3392905109489,559.12,264.0800148886398,3425.0,220.0,112876.92000000001,100.94,999.4,547.9462135922331,575.645,269.13666752784394,206.0,103.0,3631.0,1875353.3699999976,93043.22,93043.22,1875353.3699999976,1782310.1499999976,-1782310.1499999976,40.0,0.0
0.0,0.0,0.0,14.402444877162687,1849957.94,25.69,999.68,548.1356859259259,545.56,262.15894382317964,3375.0,228.0,113355.00999999998,100.88,999.51,550.2670388349513,553.1800000000001,248.93117188372824,206.0,103.0,3581.0,1824703.5199999954,87317.89,87317.89,1823920.8199999954,1737385.6299999955,-1736602.9299999955,41.0,0.0
0.0,0.0,0.0,14.182279402805385,1655803.56,5.98,998.63,544.8514511352419,543.21,259.4163880243828,3039.0,222.0,112742.81,106.67,999.27,544.6512560386474,549.6,260.5915313808334,207.0,104.0,3246.0,1636821.26,93760.51,93760.51,1636821.26,1543060.75,-1543060.75,42.0,1.0
0.0,1.9435639888558576,0.0,13.874047738705162,2138672.8899999997,0.7,999.72,542.8103781725888,534.485,260.67863711280404,3940.0,216.0,109979.28,102.38,994.99,536.4842926829268,544.21,251.71805319349681,205.0,103.0,4145.0,2095316.66,66623.05,66623.05,2095316.66,2028693.6099999999,-2028693.6099999999,43.0,0.0
0.0,0.0,0.0,13.830014643833701,1355813.71,25.93,999.99,550.025845841785,550.32,265.2819496813129,2465.0,215.0,113699.98999999999,100.6,999.82,554.6340975609755,589.16,259.33589455694135,205.0,103.0,2670.0,1306987.7800000007,64103.68,64103.68,1306217.4000000008,1242884.1000000008,-1242113.720000001,44.0,0.0
0.0,0.0,0.0,11.980624659232362,977642.49,31.4,999.67,548.9289668725435,551.46,262.94611884759274,1781.0,173.0,118071.51000000001,107.51,993.91,573.1626699029126,575.5,261.7264766595447,206.0,103.0,1987.0,936622.0099999985,77051.03,77051.03,936622.0099999985,859570.9799999985,-859570.9799999985,45.0,0.0
0.0,0.0,0.0,11.05592966693169,1032191.3,12.32,999.94,547.2912513255568,557.9549999999999,260.21833307375033,1886.0,152.0,116295.09,102.58,995.98,567.2931219512195,561.1,255.8318217473075,205.0,103.0,2091.0,993308.9199999989,77314.42,77314.42,993210.629999999,915994.4999999988,-915896.2099999989,46.0,0.0
0.0,0.0,0.0,11.672392995132137,957938.0900000001,2.82,999.89,544.5924332006823,552.4,265.15977470208446,1759.0,166.0,114335.62,100.73,995.13,555.027281553398,564.8050000000001,260.8615587442391,206.0,103.0,1965.0,898731.6900000015,55129.22,55129.22,898731.6900000015,843602.4700000015,-843602.4700000015,47.0,0.0
0.0,0.0,0.0,11.452227520774835,1169407.26,22.64,999.21,540.3915249537893,533.62,264.54698545790484,2164.0,161.0,109571.78,101.38,995.47,534.496487804878,515.25,261.83354712927564,205.0,103.0,2369.0,1156857.5000000012,96362.03,96362.03,1156197.5100000012,1060495.4700000011,-1059835.4800000011,48.0,0.0
0.0,0.0,0.0,11.09996276180315,1006842.16,23.21,999.26,547.4943773790103,546.45,262.6865005131695,1839.0,153.0,119132.27000000002,100.4,997.41,578.3119902912622,596.1800000000001,247.74656751008484,206.0,103.0,2045.0,950608.8799999984,61833.2,61833.2,949543.0899999985,888775.6799999984,-887709.8899999985,49.0,0.0
0.0,0.0,0.0,11.320128236160453,898559.73,16.26,999.75,557.4191873449131,564.63,257.68013674582494,1612.0,158.0,114202.52000000002,100.91,999.13,554.3811650485438,572.8050000000001,257.10469690098154,206.0,103.0,1818.0,854996.210000001,70639.0,70639.0,854996.210000001,784357.210000001,-784357.210000001,50.0,0.0
0.0,0.0,0.0,11.628359900260678,1233119.42,6.6,999.56,536.3720835145715,528.53,265.27022157511504,2299.0,165.0,111972.32,104.82,997.48,543.5549514563107,536.825,270.97530907967035,206.0,103.0,2505.0,1176026.8200000005,54879.72,54879.72,1176026.8200000005,1121147.1000000006,-1121147.1000000006,51.0,0.0
0.0,0.0,0.0,11.628359900260678,781644.3,76.03,998.29,545.4600837404048,542.44,263.46442173977243,1433.0,165.0,113337.47999999998,105.15,999.11,550.1819417475728,539.64,266.1731723807994,206.0,103.0,1639.0,766312.7799999999,98005.96,98005.96,766312.7799999999,668306.82,-668306.82,52.0,0.0
0.0,0.0,0.0,12.288856323332585,1305816.1800000002,6.13,999.9,533.857800490597,528.0450000000001,262.5425224559507,2446.0,180.0,117993.01,120.77,997.17,575.5756585365854,569.11,263.2538721947731,205.0,103.0,2651.0,1279702.6300000015,90991.03,90991.03,1278814.2000000016,1188711.6000000015,-1187823.1700000016,53.0,0.0
0.0,0.0,0.0,11.936591564360901,858695.1299999999,6.15,999.93,530.7139245982694,530.625,264.21959180959954,1618.0,172.0,110808.28,103.13,990.05,540.5281951219512,553.04,254.04682271554663,205.0,103.0,1823.0,799405.9700000004,51492.03,51492.03,799378.8800000004,747913.9400000004,-747886.8500000003,54.0,0.0
0.0,0.0,0.0,12.420955607946965,1095008.16,8.88,999.89,549.7028915662651,548.105,262.30225565606816,1992.0,183.0,107940.23,102.77,982.84,523.9816990291262,544.6949999999999,250.65323407054998,206.0,103.0,2198.0,1071294.4699999986,84226.54,84226.54,1071294.4699999986,987067.9299999985,-987067.9299999985,55.0,0.0
0.0,0.0,0.0,11.760459184875058,1145722.61,4.24,999.74,540.1803913248468,540.71,262.7417043931705,2121.0,168.0,116503.54999999999,102.87,999.92,565.5512135922329,565.705,264.5965970140958,206.0,103.0,2327.0,1125365.6300000006,95331.03,95331.03,1124550.0900000005,1030034.6000000006,-1029219.0600000005,56.0,0.0
0.0,0.0,0.0,12.464988702818426,1462047.58,7.12,999.8,539.8994017725258,541.5250000000001,256.94835340451885,2708.0,184.0,114141.22,101.34,995.19,556.7864390243902,553.42,255.03235662052182,205.0,103.0,2913.0,1413397.910000003,65491.55,65491.55,1413397.910000003,1347906.360000003,-1347906.360000003,57.0,0.0
0.0,0.0,0.0,10.395433243859783,762560.05,13.08,998.13,536.6362068965518,534.46,263.4708985277979,1421.0,137.0,101411.88999999998,100.97,985.65,494.69214634146334,474.89,257.20190048662124,205.0,103.0,1626.0,732294.9400000006,70621.58,70621.58,731769.7400000007,661673.3600000007,-661148.1600000007,58.0,0.0
0.0,0.0,0.0,10.527532528474165,940425.25,5.47,999.89,543.2843731946851,546.63,260.3739721496,1731.0,140.0,108984.38999999998,109.32,995.35,531.6311707317072,528.06,259.2691698575621,205.0,103.0,1936.0,886645.0399999992,55204.18,55204.18,886645.0399999992,831440.8599999992,-831440.8599999992,59.0,0.0
0.0,0.0,0.0,10.527532528474165,1210429.78,3.02,999.9,544.0133842696629,541.66,261.9572835236854,2225.0,139.0,110005.40999999999,100.79,999.89,534.0068446601941,529.625,264.66209718003284,206.0,104.0,2431.0,1183426.299999998,82617.61,82617.61,1183041.979999998,1100808.6899999978,-1100424.3699999978,60.0,1.0
0.0,0.0,0.0,10.439466338731243,945006.3,10.56,999.62,537.5462457337884,525.925,265.01362086447256,1758.0,138.0,114312.29000000001,101.71,999.47,554.9140291262137,571.48,254.08137663778996,206.0,103.0,1964.0,916092.1300000002,84832.78,84832.78,915526.7900000002,831259.3500000002,-830694.0100000001,61.0,0.0
0.0,0.0,0.0,9.867036105402258,892239.84,20.69,997.63,543.7171480804387,528.77,264.27824361835354,1641.0,125.0,114284.84999999999,104.62,987.19,554.7808252427184,587.1949999999999,255.30577704969787,206.0,103.0,1847.0,848606.9500000003,70651.96,70651.96,848606.9500000003,777954.9900000003,-777954.9900000003,62.0,0.0
0.0,0.0,0.0,9.999135390016638,965607.74,6.42,998.95,545.2330547713157,553.6,262.77747932760417,1771.0,128.0,110841.15,105.08,990.72,540.6885365853658,550.32,265.1364812038801,205.0,103.0,1976.0,911292.2900000009,56525.7,56525.7,911292.2900000009,854766.5900000009,-854766.5900000009,63.0,0.0
0.0,0.0,0.0,10.791731097702927,1333417.56,7.79,999.64,545.365055214724,543.7,258.0034487619385,2445.0,146.0,115257.51000000001,105.36,997.12,562.2317560975611,599.98,268.3449736128061,205.0,103.0,2650.0,1304777.4700000014,86617.42,86617.42,1304777.4700000014,1218160.0500000014,-1218160.0500000014,64.0,0.0
0.0,0.0,0.0,10.08720157975956,1147727.07,6.05,999.98,536.3210607476636,523.5250000000001,258.9045841303083,2140.0,130.0,111858.89,105.65,998.85,543.0043203883495,555.5899999999999,273.4262010731159,206.0,103.0,2346.0,1089280.6799999995,53332.88,53332.88,1089201.0599999996,1035947.7999999995,-1035868.1799999996,65.0,0.0
0.0,0.0,0.0,9.514771346430575,674043.2000000001,29.11,999.45,553.4016420361248,555.1800000000001,265.2571074101923,1218.0,117.0,114556.64000000001,101.03,997.88,556.1001941747573,578.685,266.00581238258974,206.0,103.0,1424.0,629674.3599999989,68448.25,68448.25,627934.8099999989,561226.1099999989,-559486.5599999989,66.0,0.0
0.0,0.0,0.0,11.276095141288993,1011243.26,12.62,998.85,549.2902009777295,558.26,260.3091977842372,1841.0,157.0,107042.15999999999,119.31,993.8,522.1568780487804,494.98,246.5815427587349,205.0,103.0,2046.0,967878.6699999993,63677.57,63677.57,967878.6699999993,904201.0999999994,-904201.0999999994,67.0,1.0
0.0,0.0,0.0,10.747698002831466,975014.68,12.95,999.94,538.384693539481,530.32,264.15790818235223,1811.0,145.0,115571.49000000002,100.79,995.33,561.026650485437,565.235,256.80925977608734,206.0,103.0,2017.0,942640.2699999985,83197.08,83197.08,942640.2699999985,859443.1899999985,-859443.1899999985,68.0,0.0
0.0,0.0,0.0,10.615598718217086,842870.87,1.53,999.65,550.1768080939947,550.9100000000001,262.5658090638513,1532.0,142.0,111908.94,101.32,999.88,545.897268292683,562.28,257.8736106290817,205.0,103.0,1737.0,809923.7799999983,78512.93,78512.93,809474.8599999982,731410.8499999982,-730961.9299999983,69.0,0.0
0.0,0.0,0.0,10.263333959245402,888042.06,1.97,999.33,550.553044017359,558.51,261.29505510517043,1613.0,134.0,110143.45999999999,109.94,992.33,534.6769902912621,512.5450000000001,253.0624979037996,206.0,103.0,1819.0,854368.989999998,76470.39,76470.39,854368.989999998,777898.599999998,-777898.599999998,70.0,0.0
0.0,0.0,0.0,9.911069200273717,931160.02,4.76,998.96,541.687038976149,530.88,261.8912446229134,1719.0,126.0,113564.73999999999,101.67,997.53,553.9743414634146,535.1,252.24261515778713,205.0,103.0,1924.0,904600.6999999993,86558.07,86558.07,904153.3499999993,818042.6299999992,-817595.2799999993,71.0,0.0
0.0,0.0,0.0,8.898308018230127,585846.51,10.4,999.24,549.5745872420263,553.69,259.56012359936176,1066.0,103.0,113073.41,112.97,999.55,551.5776097560976,555.03,264.4310791512904,205.0,103.0,1271.0,570002.8399999996,97229.74,97229.74,570002.8399999996,472773.0999999996,-472773.0999999996,72.0,0.0
0.0,0.0,0.0,8.942341113101588,551487.49,15.38,999.97,545.4871315529178,543.83,265.26189857849795,1011.0,104.0,109289.94,116.15,996.27,533.1216585365854,520.19,258.7668597079288,205.0,103.0,1216.0,524610.45,81980.42,81980.42,524177.97,442630.02999999997,-442197.55,73.0,0.0
0.0,0.0,0.0,8.898308018230127,876916.63,16.2,999.9,549.1024608641202,552.49,257.9137000428125,1597.0,103.0,115068.09000000001,101.42,998.79,561.3077560975611,565.64,271.3716207601475,205.0,103.0,1802.0,828369.9099999998,66521.37,66521.37,828369.9099999998,761848.5399999998,-761848.5399999998,74.0,0.0
0.0,0.0,0.0,9.07444039771597,627170.16,32.87,999.96,564.509594959496,579.43,269.3545679774059,1111.0,103.0,135892.47999999998,100.07,996.61,526.7150387596898,523.965,260.31883603528564,258.0,107.0,1369.0,579684.6199999996,87911.23,87911.23,579188.9099999997,491773.38999999966,-491277.6799999997,75.0,1.0
0.0,0.0,0.0,9.07444039771597,955564.32,25.0,999.85,550.4402764976958,558.75,261.7820099499752,1736.0,107.0,113108.61,115.37,996.65,549.0709223300971,559.88,262.1978807013797,206.0,103.0,1942.0,914350.7699999996,71895.06,71895.06,914350.7699999996,842455.7099999995,-842455.7099999995,76.0,0.0
0.0,0.0,0.0,9.294605872073271,751542.33,5.16,999.7,554.6437859778597,574.37,266.7819765894477,1355.0,112.0,115747.9,103.22,997.23,564.6239024390244,558.89,275.0675276956112,205.0,103.0,1560.0,729157.6100000003,93363.18,93363.18,729157.6100000003,635794.4300000004,-635794.4300000004,77.0,1.0
0.0,0.0,0.0,8.854274923358666,627357.05,33.67,999.92,542.6964100346021,545.8050000000001,268.719058113538,1156.0,102.0,113028.28,103.38,995.9,548.6809708737864,564.37,255.224903344887,206.0,103.0,1362.0,567866.7699999999,53538.0,53538.0,567866.7699999999,514328.7699999999,-514328.7699999999,78.0,0.0
0.0,0.0,0.0,8.105712310543838,520897.93000000005,2.15,999.5,550.6320613107823,551.915,264.5811539299128,946.0,85.0,113866.19,113.57,991.99,552.7484951456311,569.875,249.70392735220256,206.0,103.0,1152.0,503439.4700000006,95061.94,95061.94,502093.68000000063,408377.5300000006,-407031.74000000063,79.0,0.0
0.0,0.0,0.0,8.502010164386983,401913.91000000003,100.42,997.81,558.9901390820585,570.22,260.3843722111118,719.0,94.0,109031.07,100.61,996.29,529.2770388349514,511.875,257.77129987131616,206.0,103.0,925.0,365894.01000000024,73011.17,73011.17,365894.01000000024,292882.84000000026,-292882.84000000026,80.0,0.0
0.0,0.0,0.0,8.634109449001365,682882.9199999999,24.1,997.17,544.5637320574162,538.045,256.5217693755906,1254.0,97.0,115796.94,100.59,999.52,562.1210679611651,581.4,266.0892249268287,206.0,103.0,1460.0,641541.3100000002,74096.37,74096.37,641182.3500000002,567444.9400000002,-567085.9800000002,81.0,0.0
