birthPlaceCountry,countryOfIncorporation,countryOfResidency,deathTime,firstName,isActive,lastName,legalName,listedCompany,maritalStatus,middleName,name,nameAlias,nationality,occupation,organizationSymbol,partyId,partyType,sourceOfIncome,title,website,gender,homePhone,alternatePhone,cellPhone,primaryPhone,workPhone,alternateEmail,companyEmail,personalEmail,workEmail,isIndividual
US,US,US,,,,,,,,,,,US,,,233,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,235,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,236,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,240,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,241,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,242,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,243,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,244,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,245,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,247,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,249,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,250,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,251,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,252,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,254,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,255,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,256,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,257,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,258,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,259,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,262,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,268,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,269,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,270,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,271,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,272,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,274,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,280,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,281,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,283,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,284,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,287,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,292,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,293,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,294,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,296,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,299,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,301,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,302,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,303,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,305,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,307,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,308,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,311,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,312,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,313,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,315,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,318,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,321,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,324,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,325,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,331,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,332,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,333,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,334,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,335,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,337,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,338,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,340,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,343,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,345,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,348,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,350,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,352,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,353,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,354,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,356,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,357,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,358,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,361,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,362,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,363,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,364,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,365,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,366,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,367,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,371,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,373,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,374,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,376,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,378,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,379,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,383,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,387,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,388,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,389,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,390,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,391,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,392,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,396,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,397,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,399,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,400,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,401,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,402,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,404,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,406,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,407,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,409,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,410,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,412,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,415,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,417,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,421,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,424,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,425,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,426,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,427,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,429,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,430,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,432,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,433,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,436,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,437,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,439,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,440,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,445,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,448,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,451,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,452,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,454,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,456,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,457,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,458,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,460,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,461,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,463,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,466,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,467,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,468,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,469,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,471,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,472,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,474,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,480,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,488,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,492,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,494,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,495,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,496,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,500,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,504,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,506,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,512,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,515,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,516,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,518,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,523,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,524,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,525,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,526,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,527,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,531,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,532,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,535,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,536,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,538,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,543,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,545,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,546,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,549,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,552,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,553,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,554,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,555,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,557,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,558,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,560,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,562,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,563,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,568,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,570,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,572,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,573,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,575,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,577,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,579,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,580,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,583,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,585,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,586,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,588,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,589,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,592,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,593,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,597,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,598,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,599,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,602,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,605,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,608,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,611,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,614,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,618,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,619,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,620,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,627,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,628,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,632,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,635,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,636,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,638,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,640,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,642,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,646,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,653,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,655,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,656,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,659,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,661,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,662,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,665,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,668,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,670,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,672,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,673,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,676,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,677,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,681,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,682,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,683,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,686,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,687,Organization,,,,,,,,,,,,,,False
