alert_id,alert_type,acct_id,acct_name,is_sar,model_id,start,end,schedule_id,bank_id
9,fan_in,732,732,True,2,0,1000000,2,bank
9,fan_in,10908,10908,True,2,0,1000000,2,bank
9,fan_in,7321,7321,True,2,0,1000000,2,bank
9,fan_in,3510,3510,True,2,0,1000000,2,bank
9,fan_in,5785,5785,True,2,0,1000000,2,bank
9,fan_in,7851,7851,True,2,0,1000000,2,bank
9,fan_in,6579,6579,True,2,0,1000000,2,bank
10,fan_in,507,507,True,2,0,1000000,2,bank
10,fan_in,11378,11378,True,2,0,1000000,2,bank
10,fan_in,7140,7140,True,2,0,1000000,2,bank
10,fan_in,4785,4785,True,2,0,1000000,2,bank
10,fan_in,13527,13527,True,2,0,1000000,2,bank
10,fan_in,6719,6719,True,2,0,1000000,2,bank
10,fan_in,1371,1371,True,2,0,1000000,2,bank
10,fan_in,3504,3504,True,2,0,1000000,2,bank
10,fan_in,4869,4869,True,2,0,1000000,2,bank
10,fan_in,14319,14319,True,2,0,1000000,2,bank
11,fan_in,589,589,True,2,0,1000000,2,bank
11,fan_in,14771,14771,True,2,0,1000000,2,bank
11,fan_in,15970,15970,True,2,0,1000000,2,bank
11,fan_in,10587,10587,True,2,0,1000000,2,bank
11,fan_in,4458,4458,True,2,0,1000000,2,bank
12,fan_in,482,482,True,2,0,1000000,2,bank
12,fan_in,6347,6347,True,2,0,1000000,2,bank
12,fan_in,10318,10318,True,2,0,1000000,2,bank
12,fan_in,15648,15648,True,2,0,1000000,2,bank
12,fan_in,1878,1878,True,2,0,1000000,2,bank
12,fan_in,14135,14135,True,2,0,1000000,2,bank
12,fan_in,12895,12895,True,2,0,1000000,2,bank
12,fan_in,9544,9544,True,2,0,1000000,2,bank
12,fan_in,7373,7373,True,2,0,1000000,2,bank
13,fan_in,203,203,True,2,0,1000000,2,bank
13,fan_in,2753,2753,True,2,0,1000000,2,bank
13,fan_in,4106,4106,True,2,0,1000000,2,bank
13,fan_in,13479,13479,True,2,0,1000000,2,bank
13,fan_in,437,437,True,2,0,1000000,2,bank
13,fan_in,8970,8970,True,2,0,1000000,2,bank
13,fan_in,8055,8055,True,2,0,1000000,2,bank
13,fan_in,6005,6005,True,2,0,1000000,2,bank
14,fan_in,460,460,True,2,0,1000000,2,bank
14,fan_in,14134,14134,True,2,0,1000000,2,bank
14,fan_in,8142,8142,True,2,0,1000000,2,bank
14,fan_in,11146,11146,True,2,0,1000000,2,bank
14,fan_in,2261,2261,True,2,0,1000000,2,bank
14,fan_in,3597,3597,True,2,0,1000000,2,bank
14,fan_in,6870,6870,True,2,0,1000000,2,bank
14,fan_in,6173,6173,True,2,0,1000000,2,bank
14,fan_in,9972,9972,True,2,0,1000000,2,bank
14,fan_in,6157,6157,True,2,0,1000000,2,bank
15,fan_in,524,524,True,2,0,1000000,2,bank
15,fan_in,327,327,True,2,0,1000000,2,bank
15,fan_in,8996,8996,True,2,0,1000000,2,bank
15,fan_in,4352,4352,True,2,0,1000000,2,bank
15,fan_in,3,3,True,2,0,1000000,2,bank
15,fan_in,9225,9225,True,2,0,1000000,2,bank
15,fan_in,7767,7767,True,2,0,1000000,2,bank
15,fan_in,12508,12508,True,2,0,1000000,2,bank
16,fan_out,82,82,True,1,0,1000000,2,bank
16,fan_out,1998,1998,True,1,0,1000000,2,bank
16,fan_out,13794,13794,True,1,0,1000000,2,bank
16,fan_out,5444,5444,True,1,0,1000000,2,bank
16,fan_out,1989,1989,True,1,0,1000000,2,bank
16,fan_out,162,162,True,1,0,1000000,2,bank
16,fan_out,2873,2873,True,1,0,1000000,2,bank
16,fan_out,3558,3558,True,1,0,1000000,2,bank
16,fan_out,13577,13577,True,1,0,1000000,2,bank
17,fan_out,442,442,True,1,0,1000000,2,bank
17,fan_out,6847,6847,True,1,0,1000000,2,bank
17,fan_out,6314,6314,True,1,0,1000000,2,bank
17,fan_out,15920,15920,True,1,0,1000000,2,bank
17,fan_out,6272,6272,True,1,0,1000000,2,bank
17,fan_out,8133,8133,True,1,0,1000000,2,bank
18,fan_out,705,705,True,1,0,1000000,2,bank
18,fan_out,8108,8108,True,1,0,1000000,2,bank
18,fan_out,2221,2221,True,1,0,1000000,2,bank
18,fan_out,14955,14955,True,1,0,1000000,2,bank
18,fan_out,2035,2035,True,1,0,1000000,2,bank
18,fan_out,12652,12652,True,1,0,1000000,2,bank
18,fan_out,1941,1941,True,1,0,1000000,2,bank
19,fan_out,126,126,True,1,0,1000000,2,bank
19,fan_out,10225,10225,True,1,0,1000000,2,bank
19,fan_out,1835,1835,True,1,0,1000000,2,bank
19,fan_out,15975,15975,True,1,0,1000000,2,bank
19,fan_out,1000,1000,True,1,0,1000000,2,bank
20,fan_out,99,99,True,1,0,1000000,2,bank
20,fan_out,12502,12502,True,1,0,1000000,2,bank
20,fan_out,2075,2075,True,1,0,1000000,2,bank
20,fan_out,2073,2073,True,1,0,1000000,2,bank
20,fan_out,14777,14777,True,1,0,1000000,2,bank
20,fan_out,471,471,True,1,0,1000000,2,bank
20,fan_out,8364,8364,True,1,0,1000000,2,bank
20,fan_out,7383,7383,True,1,0,1000000,2,bank
20,fan_out,9172,9172,True,1,0,1000000,2,bank
20,fan_out,13329,13329,True,1,0,1000000,2,bank
21,fan_out,140,140,True,1,0,1000000,2,bank
21,fan_out,2684,2684,True,1,0,1000000,2,bank
21,fan_out,9672,9672,True,1,0,1000000,2,bank
21,fan_out,9579,9579,True,1,0,1000000,2,bank
21,fan_out,10569,10569,True,1,0,1000000,2,bank
21,fan_out,10886,10886,True,1,0,1000000,2,bank
22,fan_out,347,347,True,1,0,1000000,2,bank
22,fan_out,7797,7797,True,1,0,1000000,2,bank
22,fan_out,11776,11776,True,1,0,1000000,2,bank
22,fan_out,7992,7992,True,1,0,1000000,2,bank
23,fan_out,195,195,True,1,0,1000000,2,bank
23,fan_out,2157,2157,True,1,0,1000000,2,bank
23,fan_out,9744,9744,True,1,0,1000000,2,bank
23,fan_out,10054,10054,True,1,0,1000000,2,bank
23,fan_out,11507,11507,True,1,0,1000000,2,bank
23,fan_out,11925,11925,True,1,0,1000000,2,bank
23,fan_out,13739,13739,True,1,0,1000000,2,bank
23,fan_out,14655,14655,True,1,0,1000000,2,bank
23,fan_out,7012,7012,True,1,0,1000000,2,bank
23,fan_out,3617,3617,True,1,0,1000000,2,bank
24,fan_out,322,322,True,1,0,1000000,2,bank
24,fan_out,9097,9097,True,1,0,1000000,2,bank
24,fan_out,2362,2362,True,1,0,1000000,2,bank
24,fan_out,6143,6143,True,1,0,1000000,2,bank
24,fan_out,13052,13052,True,1,0,1000000,2,bank
24,fan_out,10799,10799,True,1,0,1000000,2,bank
24,fan_out,4058,4058,True,1,0,1000000,2,bank
24,fan_out,5473,5473,True,1,0,1000000,2,bank
24,fan_out,6365,6365,True,1,0,1000000,2,bank
24,fan_out,2096,2096,True,1,0,1000000,2,bank
25,fan_out,179,179,True,1,0,1000000,2,bank
25,fan_out,2389,2389,True,1,0,1000000,2,bank
25,fan_out,4511,4511,True,1,0,1000000,2,bank
25,fan_out,1029,1029,True,1,0,1000000,2,bank
25,fan_out,7272,7272,True,1,0,1000000,2,bank
25,fan_out,13832,13832,True,1,0,1000000,2,bank
25,fan_out,5576,5576,True,1,0,1000000,2,bank
25,fan_out,15539,15539,True,1,0,1000000,2,bank
25,fan_out,7400,7400,True,1,0,1000000,2,bank
25,fan_out,9474,9474,True,1,0,1000000,2,bank
26,fan_out,262,262,True,1,0,1000000,2,bank
26,fan_out,8638,8638,True,1,0,1000000,2,bank
26,fan_out,8066,8066,True,1,0,1000000,2,bank
26,fan_out,11303,11303,True,1,0,1000000,2,bank
26,fan_out,14222,14222,True,1,0,1000000,2,bank
27,fan_out,86,86,True,1,0,1000000,2,bank
27,fan_out,8609,8609,True,1,0,1000000,2,bank
27,fan_out,10644,10644,True,1,0,1000000,2,bank
27,fan_out,12089,12089,True,1,0,1000000,2,bank
27,fan_out,8971,8971,True,1,0,1000000,2,bank
27,fan_out,4994,4994,True,1,0,1000000,2,bank
27,fan_out,1516,1516,True,1,0,1000000,2,bank
27,fan_out,12044,12044,True,1,0,1000000,2,bank
28,fan_out,96,96,True,1,0,1000000,2,bank
28,fan_out,10974,10974,True,1,0,1000000,2,bank
28,fan_out,14677,14677,True,1,0,1000000,2,bank
28,fan_out,4209,4209,True,1,0,1000000,2,bank
28,fan_out,6536,6536,True,1,0,1000000,2,bank
28,fan_out,11963,11963,True,1,0,1000000,2,bank
28,fan_out,5999,5999,True,1,0,1000000,2,bank
28,fan_out,7016,7016,True,1,0,1000000,2,bank
28,fan_out,4688,4688,True,1,0,1000000,2,bank
29,fan_out,424,424,True,1,0,1000000,2,bank
29,fan_out,9345,9345,True,1,0,1000000,2,bank
29,fan_out,7776,7776,True,1,0,1000000,2,bank
29,fan_out,11002,11002,True,1,0,1000000,2,bank
29,fan_out,2375,2375,True,1,0,1000000,2,bank
30,fan_out,170,170,True,1,0,1000000,2,bank
30,fan_out,12061,12061,True,1,0,1000000,2,bank
30,fan_out,4412,4412,True,1,0,1000000,2,bank
30,fan_out,4698,4698,True,1,0,1000000,2,bank
31,fan_out,632,632,True,1,0,1000000,2,bank
31,fan_out,670,670,True,1,0,1000000,2,bank
31,fan_out,221,221,True,1,0,1000000,2,bank
31,fan_out,4501,4501,True,1,0,1000000,2,bank
32,bipartite,668,668,True,4,0,1000000,2,bank
32,bipartite,10317,10317,True,4,0,1000000,2,bank
32,bipartite,88,88,True,4,0,1000000,2,bank
32,bipartite,5804,5804,True,4,0,1000000,2,bank
32,bipartite,7432,7432,True,4,0,1000000,2,bank
32,bipartite,13693,13693,True,4,0,1000000,2,bank
32,bipartite,5349,5349,True,4,0,1000000,2,bank
32,bipartite,11978,11978,True,4,0,1000000,2,bank
33,bipartite,14985,14985,True,4,0,1000000,2,bank
33,bipartite,9549,9549,True,4,0,1000000,2,bank
33,bipartite,5878,5878,True,4,0,1000000,2,bank
33,bipartite,14106,14106,True,4,0,1000000,2,bank
33,bipartite,12398,12398,True,4,0,1000000,2,bank
33,bipartite,7474,7474,True,4,0,1000000,2,bank
33,bipartite,1438,1438,True,4,0,1000000,2,bank
33,bipartite,12076,12076,True,4,0,1000000,2,bank
33,bipartite,14334,14334,True,4,0,1000000,2,bank
34,bipartite,1916,1916,True,4,0,1000000,2,bank
34,bipartite,11348,11348,True,4,0,1000000,2,bank
34,bipartite,3508,3508,True,4,0,1000000,2,bank
34,bipartite,15214,15214,True,4,0,1000000,2,bank
34,bipartite,11673,11673,True,4,0,1000000,2,bank
35,bipartite,75,75,True,4,0,1000000,2,bank
35,bipartite,15855,15855,True,4,0,1000000,2,bank
35,bipartite,10847,10847,True,4,0,1000000,2,bank
35,bipartite,3000,3000,True,4,0,1000000,2,bank
35,bipartite,13157,13157,True,4,0,1000000,2,bank
35,bipartite,4184,4184,True,4,0,1000000,2,bank
35,bipartite,2102,2102,True,4,0,1000000,2,bank
35,bipartite,1205,1205,True,4,0,1000000,2,bank
36,bipartite,7444,7444,True,4,0,1000000,2,bank
36,bipartite,3667,3667,True,4,0,1000000,2,bank
36,bipartite,9254,9254,True,4,0,1000000,2,bank
36,bipartite,12080,12080,True,4,0,1000000,2,bank
36,bipartite,7779,7779,True,4,0,1000000,2,bank
37,bipartite,11847,11847,True,4,0,1000000,2,bank
37,bipartite,13597,13597,True,4,0,1000000,2,bank
37,bipartite,1403,1403,True,4,0,1000000,2,bank
37,bipartite,14694,14694,True,4,0,1000000,2,bank
37,bipartite,7679,7679,True,4,0,1000000,2,bank
37,bipartite,15697,15697,True,4,0,1000000,2,bank
37,bipartite,8959,8959,True,4,0,1000000,2,bank
37,bipartite,900,900,True,4,0,1000000,2,bank
38,bipartite,12171,12171,True,4,0,1000000,2,bank
38,bipartite,2557,2557,True,4,0,1000000,2,bank
38,bipartite,4331,4331,True,4,0,1000000,2,bank
38,bipartite,5114,5114,True,4,0,1000000,2,bank
38,bipartite,15082,15082,True,4,0,1000000,2,bank
38,bipartite,225,225,True,4,0,1000000,2,bank
38,bipartite,9000,9000,True,4,0,1000000,2,bank
38,bipartite,5050,5050,True,4,0,1000000,2,bank
38,bipartite,3714,3714,True,4,0,1000000,2,bank
39,bipartite,7702,7702,True,4,0,1000000,2,bank
39,bipartite,11251,11251,True,4,0,1000000,2,bank
39,bipartite,9033,9033,True,4,0,1000000,2,bank
39,bipartite,2870,2870,True,4,0,1000000,2,bank
39,bipartite,6810,6810,True,4,0,1000000,2,bank
39,bipartite,15617,15617,True,4,0,1000000,2,bank
40,bipartite,1335,1335,True,4,0,1000000,2,bank
40,bipartite,10053,10053,True,4,0,1000000,2,bank
40,bipartite,4599,4599,True,4,0,1000000,2,bank
40,bipartite,10022,10022,True,4,0,1000000,2,bank
40,bipartite,6152,6152,True,4,0,1000000,2,bank
40,bipartite,2509,2509,True,4,0,1000000,2,bank
40,bipartite,7234,7234,True,4,0,1000000,2,bank
40,bipartite,13345,13345,True,4,0,1000000,2,bank
40,bipartite,15484,15484,True,4,0,1000000,2,bank
40,bipartite,1369,1369,True,4,0,1000000,2,bank
41,bipartite,7296,7296,True,4,0,1000000,2,bank
41,bipartite,8410,8410,True,4,0,1000000,2,bank
41,bipartite,13751,13751,True,4,0,1000000,2,bank
41,bipartite,2802,2802,True,4,0,1000000,2,bank
42,bipartite,7058,7058,True,4,0,1000000,2,bank
42,bipartite,13980,13980,True,4,0,1000000,2,bank
42,bipartite,9992,9992,True,4,0,1000000,2,bank
42,bipartite,12881,12881,True,4,0,1000000,2,bank
42,bipartite,3918,3918,True,4,0,1000000,2,bank
42,bipartite,8497,8497,True,4,0,1000000,2,bank
43,bipartite,8491,8491,True,4,0,1000000,2,bank
43,bipartite,77,77,True,4,0,1000000,2,bank
43,bipartite,4263,4263,True,4,0,1000000,2,bank
43,bipartite,7541,7541,True,4,0,1000000,2,bank
43,bipartite,15494,15494,True,4,0,1000000,2,bank
44,bipartite,14383,14383,True,4,0,1000000,2,bank
44,bipartite,392,392,True,4,0,1000000,2,bank
44,bipartite,15230,15230,True,4,0,1000000,2,bank
44,bipartite,7161,7161,True,4,0,1000000,2,bank
44,bipartite,11077,11077,True,4,0,1000000,2,bank
44,bipartite,7669,7669,True,4,0,1000000,2,bank
44,bipartite,4351,4351,True,4,0,1000000,2,bank
44,bipartite,15981,15981,True,4,0,1000000,2,bank
45,bipartite,9897,9897,True,4,0,1000000,2,bank
45,bipartite,1241,1241,True,4,0,1000000,2,bank
45,bipartite,2999,2999,True,4,0,1000000,2,bank
45,bipartite,4728,4728,True,4,0,1000000,2,bank
45,bipartite,1548,1548,True,4,0,1000000,2,bank
45,bipartite,8054,8054,True,4,0,1000000,2,bank
46,bipartite,8821,8821,True,4,0,1000000,2,bank
46,bipartite,1341,1341,True,4,0,1000000,2,bank
46,bipartite,10228,10228,True,4,0,1000000,2,bank
46,bipartite,13415,13415,True,4,0,1000000,2,bank
46,bipartite,15771,15771,True,4,0,1000000,2,bank
47,bipartite,5501,5501,True,4,0,1000000,2,bank
47,bipartite,10538,10538,True,4,0,1000000,2,bank
47,bipartite,12673,12673,True,4,0,1000000,2,bank
47,bipartite,12550,12550,True,4,0,1000000,2,bank
47,bipartite,1777,1777,True,4,0,1000000,2,bank
47,bipartite,7062,7062,True,4,0,1000000,2,bank
47,bipartite,1649,1649,True,4,0,1000000,2,bank
48,stack,2422,2422,True,5,0,1000000,2,bank
48,stack,7333,7333,True,5,0,1000000,2,bank
48,stack,13082,13082,True,5,0,1000000,2,bank
48,stack,8362,8362,True,5,0,1000000,2,bank
48,stack,1757,1757,True,5,0,1000000,2,bank
48,stack,7446,7446,True,5,0,1000000,2,bank
48,stack,14007,14007,True,5,0,1000000,2,bank
49,stack,8998,8998,True,5,0,1000000,2,bank
49,stack,4904,4904,True,5,0,1000000,2,bank
49,stack,6473,6473,True,5,0,1000000,2,bank
49,stack,581,581,True,5,0,1000000,2,bank
49,stack,7513,7513,True,5,0,1000000,2,bank
49,stack,11133,11133,True,5,0,1000000,2,bank
49,stack,7913,7913,True,5,0,1000000,2,bank
49,stack,7066,7066,True,5,0,1000000,2,bank
49,stack,10633,10633,True,5,0,1000000,2,bank
49,stack,14739,14739,True,5,0,1000000,2,bank
50,stack,8616,8616,True,5,0,1000000,2,bank
50,stack,1763,1763,True,5,0,1000000,2,bank
50,stack,5410,5410,True,5,0,1000000,2,bank
50,stack,2922,2922,True,5,0,1000000,2,bank
50,stack,3323,3323,True,5,0,1000000,2,bank
50,stack,12785,12785,True,5,0,1000000,2,bank
50,stack,7262,7262,True,5,0,1000000,2,bank
50,stack,8817,8817,True,5,0,1000000,2,bank
50,stack,1601,1601,True,5,0,1000000,2,bank
50,stack,5608,5608,True,5,0,1000000,2,bank
50,stack,12007,12007,True,5,0,1000000,2,bank
51,stack,1966,1966,True,5,0,1000000,2,bank
51,stack,6111,6111,True,5,0,1000000,2,bank
51,stack,2670,2670,True,5,0,1000000,2,bank
51,stack,11931,11931,True,5,0,1000000,2,bank
51,stack,6910,6910,True,5,0,1000000,2,bank
51,stack,5006,5006,True,5,0,1000000,2,bank
51,stack,8496,8496,True,5,0,1000000,2,bank
51,stack,14947,14947,True,5,0,1000000,2,bank
52,stack,85,85,True,5,0,1000000,2,bank
52,stack,944,944,True,5,0,1000000,2,bank
52,stack,14359,14359,True,5,0,1000000,2,bank
52,stack,12814,12814,True,5,0,1000000,2,bank
52,stack,9799,9799,True,5,0,1000000,2,bank
52,stack,11433,11433,True,5,0,1000000,2,bank
53,stack,14646,14646,True,5,0,1000000,2,bank
53,stack,13728,13728,True,5,0,1000000,2,bank
53,stack,285,285,True,5,0,1000000,2,bank
53,stack,5077,5077,True,5,0,1000000,2,bank
53,stack,8819,8819,True,5,0,1000000,2,bank
54,stack,6841,6841,True,5,0,1000000,2,bank
54,stack,1842,1842,True,5,0,1000000,2,bank
54,stack,13670,13670,True,5,0,1000000,2,bank
54,stack,11780,11780,True,5,0,1000000,2,bank
54,stack,4928,4928,True,5,0,1000000,2,bank
54,stack,5065,5065,True,5,0,1000000,2,bank
54,stack,3942,3942,True,5,0,1000000,2,bank
54,stack,10174,10174,True,5,0,1000000,2,bank
54,stack,4152,4152,True,5,0,1000000,2,bank
54,stack,1826,1826,True,5,0,1000000,2,bank
55,stack,977,977,True,5,0,1000000,2,bank
55,stack,5759,5759,True,5,0,1000000,2,bank
55,stack,12179,12179,True,5,0,1000000,2,bank
55,stack,9755,9755,True,5,0,1000000,2,bank
55,stack,8387,8387,True,5,0,1000000,2,bank
55,stack,3185,3185,True,5,0,1000000,2,bank
55,stack,11701,11701,True,5,0,1000000,2,bank
55,stack,4873,4873,True,5,0,1000000,2,bank
55,stack,15556,15556,True,5,0,1000000,2,bank
55,stack,5325,5325,True,5,0,1000000,2,bank
55,stack,7297,7297,True,5,0,1000000,2,bank
56,stack,13443,13443,True,5,0,1000000,2,bank
56,stack,1822,1822,True,5,0,1000000,2,bank
56,stack,111,111,True,5,0,1000000,2,bank
56,stack,10818,10818,True,5,0,1000000,2,bank
56,stack,1783,1783,True,5,0,1000000,2,bank
56,stack,6078,6078,True,5,0,1000000,2,bank
56,stack,9875,9875,True,5,0,1000000,2,bank
57,stack,13647,13647,True,5,0,1000000,2,bank
57,stack,7515,7515,True,5,0,1000000,2,bank
57,stack,292,292,True,5,0,1000000,2,bank
57,stack,8849,8849,True,5,0,1000000,2,bank
57,stack,5300,5300,True,5,0,1000000,2,bank
57,stack,5363,5363,True,5,0,1000000,2,bank
57,stack,4633,4633,True,5,0,1000000,2,bank
57,stack,13312,13312,True,5,0,1000000,2,bank
58,stack,431,431,True,5,0,1000000,2,bank
58,stack,15402,15402,True,5,0,1000000,2,bank
58,stack,12591,12591,True,5,0,1000000,2,bank
58,stack,10832,10832,True,5,0,1000000,2,bank
58,stack,10466,10466,True,5,0,1000000,2,bank
58,stack,9045,9045,True,5,0,1000000,2,bank
59,stack,4852,4852,True,5,0,1000000,2,bank
59,stack,14971,14971,True,5,0,1000000,2,bank
59,stack,1013,1013,True,5,0,1000000,2,bank
59,stack,9425,9425,True,5,0,1000000,2,bank
59,stack,3259,3259,True,5,0,1000000,2,bank
59,stack,7486,7486,True,5,0,1000000,2,bank
60,stack,3016,3016,True,5,0,1000000,2,bank
60,stack,12708,12708,True,5,0,1000000,2,bank
60,stack,7386,7386,True,5,0,1000000,2,bank
60,stack,9101,9101,True,5,0,1000000,2,bank
60,stack,4848,4848,True,5,0,1000000,2,bank
60,stack,3946,3946,True,5,0,1000000,2,bank
60,stack,14080,14080,True,5,0,1000000,2,bank
61,stack,6739,6739,True,5,0,1000000,2,bank
61,stack,5687,5687,True,5,0,1000000,2,bank
61,stack,11257,11257,True,5,0,1000000,2,bank
61,stack,5726,5726,True,5,0,1000000,2,bank
61,stack,2903,2903,True,5,0,1000000,2,bank
61,stack,14975,14975,True,5,0,1000000,2,bank
61,stack,9589,9589,True,5,0,1000000,2,bank
61,stack,4594,4594,True,5,0,1000000,2,bank
62,cycle,696,696,True,3,0,1000000,2,bank
62,cycle,2984,2984,True,3,0,1000000,2,bank
62,cycle,11215,11215,True,3,0,1000000,2,bank
62,cycle,14220,14220,True,3,0,1000000,2,bank
62,cycle,7405,7405,True,3,0,1000000,2,bank
62,cycle,13584,13584,True,3,0,1000000,2,bank
63,cycle,692,692,True,3,0,1000000,2,bank
63,cycle,14188,14188,True,3,0,1000000,2,bank
63,cycle,7130,7130,True,3,0,1000000,2,bank
63,cycle,9088,9088,True,3,0,1000000,2,bank
63,cycle,14490,14490,True,3,0,1000000,2,bank
64,cycle,626,626,True,3,0,1000000,2,bank
64,cycle,15601,15601,True,3,0,1000000,2,bank
64,cycle,13807,13807,True,3,0,1000000,2,bank
64,cycle,7229,7229,True,3,0,1000000,2,bank
64,cycle,10227,10227,True,3,0,1000000,2,bank
64,cycle,10537,10537,True,3,0,1000000,2,bank
65,cycle,42,42,True,3,0,1000000,2,bank
65,cycle,1377,1377,True,3,0,1000000,2,bank
65,cycle,13764,13764,True,3,0,1000000,2,bank
65,cycle,7968,7968,True,3,0,1000000,2,bank
65,cycle,8513,8513,True,3,0,1000000,2,bank
66,cycle,141,141,True,3,0,1000000,2,bank
66,cycle,8756,8756,True,3,0,1000000,2,bank
66,cycle,9417,9417,True,3,0,1000000,2,bank
66,cycle,13592,13592,True,3,0,1000000,2,bank
66,cycle,15564,15564,True,3,0,1000000,2,bank
66,cycle,796,796,True,3,0,1000000,2,bank
66,cycle,13045,13045,True,3,0,1000000,2,bank
67,cycle,174,174,True,3,0,1000000,2,bank
67,cycle,2566,2566,True,3,0,1000000,2,bank
67,cycle,357,357,True,3,0,1000000,2,bank
67,cycle,7198,7198,True,3,0,1000000,2,bank
67,cycle,3237,3237,True,3,0,1000000,2,bank
67,cycle,14029,14029,True,3,0,1000000,2,bank
67,cycle,283,283,True,3,0,1000000,2,bank
67,cycle,213,213,True,3,0,1000000,2,bank
68,cycle,115,115,True,3,0,1000000,2,bank
68,cycle,469,469,True,3,0,1000000,2,bank
68,cycle,4840,4840,True,3,0,1000000,2,bank
68,cycle,4519,4519,True,3,0,1000000,2,bank
68,cycle,5526,5526,True,3,0,1000000,2,bank
69,cycle,485,485,True,3,0,1000000,2,bank
69,cycle,14802,14802,True,3,0,1000000,2,bank
69,cycle,2162,2162,True,3,0,1000000,2,bank
69,cycle,13412,13412,True,3,0,1000000,2,bank
69,cycle,13115,13115,True,3,0,1000000,2,bank
69,cycle,3872,3872,True,3,0,1000000,2,bank
69,cycle,2186,2186,True,3,0,1000000,2,bank
70,cycle,476,476,True,3,0,1000000,2,bank
70,cycle,2432,2432,True,3,0,1000000,2,bank
70,cycle,21,21,True,3,0,1000000,2,bank
70,cycle,208,208,True,3,0,1000000,2,bank
70,cycle,13242,13242,True,3,0,1000000,2,bank
71,cycle,553,553,True,3,0,1000000,2,bank
71,cycle,8195,8195,True,3,0,1000000,2,bank
71,cycle,12544,12544,True,3,0,1000000,2,bank
71,cycle,3795,3795,True,3,0,1000000,2,bank
71,cycle,2411,2411,True,3,0,1000000,2,bank
71,cycle,15687,15687,True,3,0,1000000,2,bank
71,cycle,12989,12989,True,3,0,1000000,2,bank
72,cycle,439,439,True,3,0,1000000,2,bank
72,cycle,8741,8741,True,3,0,1000000,2,bank
