birthPlaceCountry,countryOfIncorporation,countryOfResidency,deathTime,firstName,isActive,lastName,legalName,listedCompany,maritalStatus,middleName,name,nameAlias,nationality,occupation,organizationSymbol,partyId,partyType,sourceOfIncome,title,website,gender,homePhone,alternatePhone,cellPhone,primaryPhone,workPhone,alternateEmail,companyEmail,personalEmail,workEmail,isIndividual
US,US,US,,,,,,,,,,,US,,,211,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,212,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,213,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,215,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,216,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,222,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,223,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,224,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,226,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,228,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,229,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,232,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,233,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,234,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,236,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,237,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,238,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,239,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,241,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,242,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,243,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,244,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,246,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,248,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,249,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,250,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,255,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,256,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,260,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,262,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,266,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,268,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,269,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,271,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,273,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,275,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,277,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,282,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,284,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,285,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,286,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,288,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,290,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,291,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,292,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,293,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,294,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,295,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,297,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,298,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,299,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,301,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,302,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,303,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,304,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,305,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,306,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,309,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,313,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,316,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,317,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,321,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,323,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,324,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,326,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,328,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,329,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,331,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,332,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,333,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,334,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,337,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,338,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,339,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,342,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,345,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,346,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,347,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,348,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,349,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,351,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,352,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,353,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,355,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,357,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,358,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,359,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,363,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,366,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,367,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,369,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,371,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,372,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,374,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,375,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,377,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,379,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,381,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,382,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,385,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,389,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,390,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,391,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,392,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,393,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,394,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,397,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,402,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,407,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,408,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,411,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,412,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,416,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,417,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,421,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,423,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,424,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,425,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,427,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,428,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,429,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,430,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,433,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,435,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,436,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,437,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,439,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,445,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,446,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,448,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,452,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,454,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,456,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,457,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,458,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,459,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,460,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,462,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,467,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,468,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,469,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,477,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,478,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,480,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,482,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,486,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,492,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,496,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,497,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,499,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,502,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,503,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,504,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,505,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,508,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,509,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,516,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,520,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,521,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,522,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,525,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,527,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,529,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,531,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,532,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,537,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,538,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,539,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,540,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,541,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,544,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,546,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,549,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,550,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,551,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,555,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,557,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,558,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,559,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,561,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,562,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,564,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,568,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,569,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,571,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,572,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,575,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,576,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,577,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,579,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,581,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,582,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,583,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,584,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,585,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,586,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,590,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,592,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,595,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,597,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,599,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,603,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,604,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,607,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,609,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,610,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,611,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,614,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,621,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,622,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,623,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,625,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,626,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,628,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,629,Organization,,,,,,,,,,,,,,False
