GAW,GAW10,GAW20,Std_Degree,node_amt_total_in,node_amt_min_in,node_amt_max_in,node_amt_mean_in,node_amt_median_in,node_amt_std_in,node_deg_in,node_deg_in_unique,node_amt_total_out,node_amt_min_out,node_amt_max_out,node_amt_mean_out,node_amt_median_out,node_amt_std_out,node_deg_out,node_deg_out_unique,node_deg_total,max_account_balance,min_account_balance,starting_balance,ending_balance,max_balance_shift,limit_balance_shift,id,node_isSar
0.0,0.0,0.0,13.330382834004562,946296.79,4.74,999.38,551.1338322655795,546.8,263.8416808828789,1717.0,100.0,112613.12999999999,101.8,988.91,546.6656796116505,560.835,257.1712807998348,206.0,103.0,1923.0,928012.8600000009,94329.2,94329.2,928012.8600000009,833683.660000001,-833683.660000001,10.0,0.0
0.0,0.0,0.0,13.795952145334995,977527.94,13.95,999.97,546.4102515371716,538.02,259.98282770911226,1789.0,107.0,114622.65,106.3,995.17,559.1348780487805,585.86,276.7324735192946,205.0,103.0,1994.0,962510.380000001,99166.44,99166.44,962071.730000001,863343.9400000011,-862905.290000001,11.0,0.0
0.0,0.0,0.0,13.66293234209773,1042257.5999999999,11.05,999.75,542.2776274713839,541.9300000000001,261.83648352586994,1922.0,105.0,114776.40999999999,105.67,996.41,559.8849268292682,579.04,258.0217577829143,205.0,103.0,2127.0,1019715.9799999987,91636.97,91636.97,1019118.1599999988,928079.0099999987,-927481.1899999988,12.0,0.0
0.0,0.0,0.0,13.86246204695363,1164347.47,4.07,999.42,538.5510962072156,540.785,254.7103084061829,2162.0,108.0,109749.73999999999,103.71,989.16,535.3645853658536,527.4,251.38448406132648,205.0,103.0,2367.0,1111886.7999999984,56813.71,56813.71,1111411.4399999983,1055073.0899999985,-1054597.7299999984,13.0,0.0
0.0,0.0,0.0,13.396892735623195,1034759.3,3.83,999.24,530.9180605438687,517.19,263.1694225495109,1949.0,101.0,108297.39000000001,106.12,997.44,525.7154854368932,534.52,270.0077046248925,206.0,103.0,2155.0,984080.3000000039,57618.39,57618.39,984080.3000000039,926461.9100000039,-926461.9100000039,14.0,0.0
0.0,0.0,0.0,12.598773916199594,836322.59,53.06,999.9,552.7578255122273,552.81,267.79062211553344,1513.0,89.0,116202.38,100.83,995.48,564.0892233009708,588.52,273.2526215516214,206.0,103.0,1719.0,771988.6100000001,51868.4,51868.4,771988.6100000001,720120.2100000001,-720120.2100000001,15.0,0.0
0.0,0.0,0.0,13.795952145334995,1019866.8800000001,51.27,999.06,546.2597107659348,546.05,260.3686766922767,1867.0,107.0,113005.23999999999,103.42,999.34,548.5691262135922,551.065,254.50441824843506,206.0,103.0,2073.0,1000914.8799999988,93671.33,93671.33,1000532.9699999989,907243.5499999989,-906861.639999999,16.0,0.0
0.0,0.0,0.0,14.195011555046797,1305377.71,3.7,999.1,531.505582247557,522.385,258.66254874818134,2456.0,112.0,114130.65,101.99,997.94,554.032281553398,564.05,259.49826974962076,206.0,104.0,2662.0,1255474.9199999967,64227.86,64227.86,1255474.9199999967,1191247.0599999966,-1191247.0599999966,17.0,1.0
0.0,0.0,0.0,13.66293234209773,1035885.47,4.11,999.74,542.9169129979035,546.38,262.1593289491966,1908.0,105.0,114829.40000000002,101.48,999.73,557.4242718446603,536.325,273.22186284254303,206.0,103.0,2114.0,1002256.4499999984,80872.08,80872.08,1001928.1499999984,921384.3699999985,-921056.0699999984,18.0,0.0
0.0,0.0,0.0,14.328031358284063,1122603.62,6.56,999.93,536.3610224558051,534.58,262.43096720748537,2093.0,115.0,106684.95999999999,100.48,991.06,517.8881553398057,499.1,255.0542219955637,206.0,103.0,2299.0,1095262.0299999998,79125.51,79125.51,1095044.17,1016136.5199999998,-1015918.6599999999,19.0,0.0
0.0,0.0,0.0,13.064343227530028,1011419.8600000001,2.76,999.79,540.8662352941177,527.86,266.0966330050591,1870.0,96.0,108639.35,101.0,993.45,527.3754854368932,513.14,262.5736800626779,206.0,103.0,2076.0,961115.5099999997,57315.49,57315.49,960095.9999999995,903800.0199999997,-902780.5099999995,20.0,0.0
0.0,0.0,0.0,13.330382834004562,1164444.65,2.12,999.25,544.8968881609733,549.07,262.37624449722057,2137.0,100.0,110534.26999999999,103.9,998.17,536.5741262135922,526.81,249.8651226685674,206.0,103.0,2343.0,1127200.3799999992,72907.4,72907.4,1126817.779999999,1054292.9799999993,-1053910.3799999992,21.0,0.0
0.0,0.0,0.0,13.66293234209773,1055161.25,0.02,999.65,548.1357142857142,549.83,258.0267434184665,1925.0,105.0,114975.92000000001,109.38,994.68,558.1355339805826,545.78,260.9793735859909,206.0,103.0,2131.0,993113.7600000001,51827.72,51827.72,992013.0500000002,941286.0400000002,-940185.3300000002,22.0,0.0
0.0,0.0,0.0,13.86246204695363,1267677.04,0.51,998.93,536.4693355903513,536.34,264.34030965089227,2363.0,108.0,114577.39000000001,100.6,997.46,558.9140975609757,552.67,262.1774049775666,205.0,103.0,2568.0,1225202.469999997,72102.82,72102.82,1225202.469999997,1153099.6499999969,-1153099.6499999969,23.0,0.0
0.0,0.0,0.0,12.598773916199594,743180.29,0.33,999.25,527.0782198581561,517.4200000000001,266.41108991893645,1410.0,89.0,112729.54000000001,111.82,996.31,547.2307766990292,535.065,250.874816253973,206.0,103.0,1616.0,694702.3599999996,64251.61,64251.61,694702.3599999996,630450.7499999997,-630450.7499999997,24.0,0.0
0.0,0.0,0.0,13.130853129148662,995739.3300000001,22.18,999.97,553.8038542825362,556.365,260.2447030887589,1798.0,97.0,112635.67000000001,110.39,993.98,546.7750970873788,527.97,261.00135004996275,206.0,103.0,2004.0,939155.8200000001,55608.83,55608.83,938712.49,883546.9900000001,-883103.66,25.0,1.0
0.0,0.0,0.0,12.598773916199594,728620.4199999999,3.16,999.14,523.8105104241553,518.72,263.1175002965109,1391.0,89.0,110252.45999999999,106.06,999.62,535.2061165048543,492.685,249.98252221908544,206.0,103.0,1597.0,716112.2399999992,97064.52,97064.52,715432.4799999992,619047.7199999992,-618367.9599999991,26.0,0.0
0.0,0.0,0.0,13.064343227530028,964801.8,14.54,999.96,540.8081838565023,538.62,265.91794096397905,1784.0,96.0,108544.65,101.07,990.2,529.4860975609756,506.79,264.26113907600296,205.0,103.0,1989.0,923048.2499999988,66791.1,66791.1,923048.2499999988,856257.1499999989,-856257.1499999989,27.0,0.0
0.0,0.0,0.0,13.396892735623195,1211392.9500000002,7.49,999.72,539.8364304812835,531.795,264.01175753836685,2244.0,101.0,113399.38,106.99,994.22,550.482427184466,543.06,262.79499790560294,206.0,103.0,2450.0,1158611.1200000003,60246.95,60246.95,1158240.5200000003,1098364.1700000004,-1097993.5700000003,28.0,0.0
0.0,0.0,0.0,12.532264014580962,813527.4400000001,13.76,999.67,544.8944675150703,546.12,259.9527296875411,1493.0,88.0,111099.0,102.42,998.98,541.9463414634147,537.69,247.52695695478914,205.0,103.0,1698.0,765238.7600000014,58594.0,58594.0,761022.4400000013,706644.7600000014,-702428.4400000013,29.0,0.0
0.0,0.0,0.0,12.665283817818228,787518.28,3.96,999.41,539.0268856947297,535.16,260.36037634344206,1461.0,90.0,116966.4,104.72,999.12,570.5678048780487,579.01,264.8074966490241,205.0,103.0,1666.0,740354.070000001,69802.19,69802.19,740354.070000001,670551.880000001,-670551.880000001,30.0,0.0
0.0,0.0,0.0,12.066694703250526,491170.33999999997,18.85,999.87,550.639394618834,548.42,266.2686360312428,892.0,75.0,117562.79000000001,105.17,998.99,554.5414622641509,518.885,267.0151525207736,212.0,109.0,1104.0,455775.5000000004,81178.05,81178.05,454785.6000000004,374597.4500000004,-373607.5500000004,31.0,1.0
0.0,0.0,0.0,11.268575883826927,525593.1799999999,8.41,998.27,548.0637956204379,546.99,267.28683480416447,959.0,69.0,113056.08,105.19,991.81,551.4930731707317,537.31,251.18511444131616,205.0,103.0,1164.0,469492.81999999995,55758.74,55758.74,468295.8399999999,413734.07999999996,-412537.0999999999,32.0,0.0
0.0,0.0,0.0,10.137907556310157,275161.91,101.23,995.3,530.1770905587668,517.52,262.03190517729234,519.0,52.0,113977.1,102.0,997.36,553.2868932038836,562.0550000000001,268.58392265870305,206.0,103.0,725.0,219592.2899999998,50410.28,50410.28,211595.08999999973,169182.0099999998,-161184.80999999974,33.0,0.0
0.0,0.0,0.0,11.401595687064193,671955.23,45.27,999.43,539.7230763052208,541.68,259.3330033637618,1245.0,71.0,106083.09999999999,104.43,998.12,514.9665048543688,509.78499999999997,258.8393145950147,206.0,103.0,1451.0,617453.4499999993,50961.56,50961.56,616833.6899999992,566491.8899999992,-565872.1299999992,34.0,0.0
0.0,0.0,0.0,11.268575883826927,375291.25,0.98,997.35,534.6029202279202,522.115,266.8334797420909,702.0,69.0,113668.17,106.39,986.04,551.7872330097088,573.505,257.7983612943129,206.0,103.0,908.0,335712.35000000015,72742.25,72742.25,334365.33000000013,262970.10000000015,-261623.08000000013,35.0,0.0
0.0,0.0,0.0,11.401595687064193,515291.81000000006,1.45,999.8,547.6002231668439,544.96,263.98390717111425,941.0,71.0,110654.82,105.01,990.84,537.1593203883496,520.575,261.96689896237905,206.0,103.0,1147.0,484905.58000000013,79618.22,79618.22,484255.21000000014,405287.3600000001,-404636.9900000001,36.0,0.0
0.0,0.0,0.0,12.000184801631894,503719.37999999995,49.13,997.46,547.5210652173912,540.405,264.6490327481238,920.0,80.0,110054.56999999999,103.69,996.55,534.2454854368932,515.255,258.65610521042885,206.0,103.0,1126.0,487032.0199999994,92634.76,92634.76,486299.56999999937,394397.25999999937,-393664.80999999936,37.0,1.0
0.0,0.0,0.0,9.073749130412024,307857.68,100.91,997.59,560.7608014571949,564.28,255.22695019550187,549.0,47.0,113529.20000000001,102.07,994.7,551.1126213592233,544.5799999999999,255.73789561637813,206.0,92.0,755.0,271107.5400000001,69160.12,69160.12,263488.6000000002,201947.4200000001,-194328.4800000002,38.0,0.0
0.0,0.0,0.0,10.403947162784691,577640.45,1.27,999.53,559.1872700871248,564.4,261.6647415193844,1033.0,64.0,112941.13,103.75,991.53,548.2579126213592,561.505,249.52439453677437,206.0,95.0,1239.0,530507.2399999998,65530.67,65530.67,530229.9899999998,464976.5699999998,-464699.3199999998,39.0,0.0
0.0,0.0,0.0,9.539318441742457,340621.78,34.84,999.62,546.7444301765651,546.52,274.3005925848722,623.0,53.0,112372.87,100.93,997.33,545.4993689320388,535.315,276.9193789007313,206.0,93.0,829.0,313964.64000000065,83906.39,84454.09,312703.0000000007,230058.25000000064,-228248.9100000007,40.0,0.0
0.0,0.0,0.0,8.940729327174756,610814.45,7.61,999.86,544.8835414808207,540.25,260.93509862529874,1121.0,50.0,110130.59,105.33,995.21,534.6145145631068,546.77,254.76904437234012,206.0,87.0,1327.0,597929.0899999994,96018.3,96018.3,596702.1599999993,501910.7899999994,-500683.85999999935,41.0,0.0
0.0,0.0,0.0,9.672338244979723,508476.95999999996,3.16,998.65,536.9344878563885,534.59,265.188209489398,947.0,60.0,111491.72999999998,118.59,999.98,541.221990291262,518.0550000000001,253.49176600330756,206.0,88.0,1153.0,451044.86000000016,53800.42,53800.42,450785.65000000014,397244.4400000002,-396985.23000000016,42.0,0.0
0.0,0.0,0.0,10.403947162784691,462064.44,10.71,999.97,560.078109090909,563.28,262.47200218863213,825.0,56.0,111343.97,100.23,998.01,543.1413170731707,538.59,250.46212651664706,205.0,103.0,1030.0,436355.06999999937,85009.58,85009.58,435730.0499999996,351345.48999999935,-350720.46999999956,43.0,0.0
0.0,0.0,0.0,9.805358048216991,379806.29000000004,38.11,998.01,537.2083309759548,542.37,261.88820918870294,707.0,55.0,109852.06,111.45,993.67,533.262427184466,556.35,260.64197007764005,206.0,95.0,913.0,354501.94000000035,84445.86,84445.86,354400.0900000004,270056.08000000037,-269954.2300000004,44.0,0.0
0.0,0.0,0.0,9.40629863850519,382994.68000000005,47.05,999.79,547.1352571428572,542.565,256.3210572361314,700.0,52.0,110933.89,101.28,996.41,538.5140291262136,527.2049999999999,258.1384243633545,206.0,92.0,906.0,351605.0599999996,79262.54,79262.54,351323.3299999996,272342.5199999996,-272060.78999999963,45.0,0.0
0.0,0.0,0.0,8.142610507751154,420697.35,61.2,999.81,548.4971968709257,550.97,257.9433306901986,767.0,41.0,116146.31999999999,102.73,991.74,563.8170873786407,587.5799999999999,269.6968166280122,206.0,84.0,973.0,378245.6900000003,71375.57,71375.57,375926.6000000003,306870.1200000003,-304551.0300000003,46.0,0.0
0.0,0.0,0.0,8.209120409369788,335282.08,25.71,993.97,534.7401594896332,518.93,260.5472116143989,627.0,49.0,115544.63,100.59,994.63,563.6323414634146,552.53,270.21010100160584,205.0,77.0,832.0,295988.17,76250.72,76250.72,295988.17,219737.44999999998,-219737.44999999998,47.0,0.0
0.0,0.0,0.0,8.009590704513888,297026.18,11.39,999.01,548.0187822878229,542.03,266.54700999013204,542.0,42.0,109606.3,111.19,997.02,524.432057416268,497.73,264.9040982956911,209.0,81.0,751.0,246403.69000000012,57170.41,57170.41,244590.29000000012,189233.28000000012,-187419.88000000012,48.0,1.0
0.0,0.0,0.0,8.741199622318856,366302.7,3.12,999.27,554.164447806354,550.69,266.6282514460408,661.0,52.0,115424.92000000001,101.23,998.12,544.4571698113208,574.815,276.287620019342,212.0,82.0,873.0,349227.78000000014,93804.23,93804.23,344682.00999999995,255423.55000000016,-250877.77999999997,49.0,1.0
0.0,0.0,0.0,7.8100609996579875,324363.94000000006,73.45,999.31,536.1387438016529,528.93,260.02554857833354,605.0,46.0,109953.36,106.8,997.43,533.7541747572816,512.91,263.47949537406396,206.0,74.0,811.0,318111.7700000001,92535.32,92535.32,306945.89999999997,225576.45000000007,-214410.57999999996,50.0,1.0
0.0,0.0,0.0,7.610531294802088,388113.6,35.51,999.7,540.5481894150417,527.675,262.8523314263659,718.0,45.0,113468.04000000001,104.18,991.48,553.5026341463415,537.98,256.2658802596561,205.0,72.0,923.0,341119.58999999956,54422.79,54422.79,329068.34999999957,286696.7999999996,-274645.5599999996,51.0,0.0
0.0,0.0,0.0,8.275630310988422,344804.76,37.46,997.4,555.2411594202898,565.71,257.2798146199855,621.0,50.0,109020.31,100.44,987.37,529.2248058252427,482.51,262.23187155628847,206.0,77.0,827.0,292919.05999999994,56440.47,56440.47,292224.9199999999,236478.58999999994,-235784.44999999992,52.0,0.0
0.0,0.0,0.0,7.610531294802088,321931.89,33.6,997.91,527.7571967213115,496.52,260.25243112423766,610.0,38.0,112678.96000000002,103.49,997.09,546.9852427184467,523.265,258.7896645039506,206.0,79.0,816.0,286866.8700000003,65675.7,65675.7,274928.63000000047,221191.17000000027,-209252.93000000046,53.0,0.0
0.0,0.0,0.0,9.00723922879339,465921.93999999994,2.89,998.61,536.7764285714285,540.665,259.9949047527338,868.0,55.0,113490.31,108.07,998.82,550.9238349514563,538.96,263.11885084178755,206.0,83.0,1074.0,436883.88999999955,82923.4,82923.4,435355.02999999956,353960.4899999995,-352431.62999999954,54.0,0.0
0.0,0.0,0.0,5.482214443005818,267454.93,6.2,999.56,549.1887679671457,525.09,264.5293719517289,487.0,29.0,117934.47,103.94,999.13,575.2900975609756,611.49,267.98139603973465,205.0,56.0,692.0,244325.98000000024,93658.48,93658.48,243178.94000000026,150667.50000000023,-149520.46000000025,55.0,0.0
0.0,0.0,0.0,5.482214443005818,252904.71999999997,80.31,994.92,549.7928695652173,545.505,263.7453877182218,460.0,36.0,118151.04000000001,109.77,996.14,570.7779710144928,582.47,248.34825386309723,207.0,49.0,667.0,197978.89999999994,62756.38,62756.38,197510.05999999997,135222.51999999993,-134753.67999999996,56.0,1.0
0.0,0.0,0.0,5.482214443005818,235487.05,7.95,994.55,546.3736658932714,547.7,261.33151338428615,431.0,29.0,114898.05000000002,108.49,996.21,557.7575242718448,584.4100000000001,255.5777696172176,206.0,56.0,637.0,209374.75000000003,80526.34,80526.34,201115.34000000005,128848.41000000003,-120589.00000000006,57.0,0.0
0.0,0.0,0.0,5.482214443005818,227714.36000000002,29.98,999.47,567.8662344139651,580.98,271.8262793094642,401.0,36.0,113851.57,103.58,998.27,552.6775242718447,549.0799999999999,265.320498147193,206.0,49.0,607.0,212039.16999999984,79873.66,79873.66,193736.45000000013,132165.50999999983,-113862.79000000012,58.0,0.0
0.0,0.0,0.0,5.748254049480352,275252.28,10.0,997.15,543.9768379446641,528.96,267.90021400202994,506.0,36.0,112366.45,101.55,999.76,545.4682038834951,552.45,253.9565796427833,206.0,53.0,712.0,247105.23999999947,74882.64,74984.19,237870.01999999952,172222.59999999945,-162885.82999999952,59.0,0.0
0.0,0.0,0.0,5.947783754336252,257336.79,52.44,999.99,516.7405421686747,492.735,269.8563613936974,498.0,37.0,109478.52999999998,100.45,997.01,531.4491747572815,522.015,257.20859620160167,206.0,55.0,704.0,264937.91999999987,99392.51,99685.71,247543.96999999977,165545.40999999986,-147858.25999999978,60.0,0.0
0.0,0.0,0.0,5.748254049480352,334207.41000000003,24.67,999.75,549.683240131579,558.8199999999999,264.9315592873796,608.0,36.0,119405.16000000002,100.49,999.53,582.4641951219513,588.43,272.71238150710906,205.0,53.0,813.0,288391.80000000005,73304.5,73304.5,288106.75000000006,215087.30000000005,-214802.25000000006,61.0,0.0
0.0,0.0,0.0,5.6817441478617186,100778.89000000001,81.39,999.09,519.4788144329898,499.9,262.953583525307,194.0,32.0,113153.16,100.33,997.09,549.2871844660194,541.47,269.8556390408951,206.0,56.0,400.0,115471.92000000009,83942.7000000001,96725.21,84350.94000000009,31529.219999999987,12374.269999999917,62.0,0.0
0.0,0.0,0.0,4.817115426819484,91114.31,100.3,983.74,526.6723121387283,512.57,263.65943879839836,173.0,25.0,113423.59000000001,101.09,996.88,550.5999514563107,537.365,255.88968843825413,206.0,50.0,379.0,88475.28000000004,58159.430000000066,80468.71,58159.430000000066,30315.849999999977,22309.27999999994,63.0,0.0
0.0,0.0,0.0,5.748254049480352,316597.52,79.47,999.0,560.349592920354,554.51,261.4735984526906,565.0,35.0,108747.37999999999,100.58,991.3,527.8999029126213,496.88,264.69049252109255,206.0,54.0,771.0,264735.8200000001,55546.55,56116.29,263966.4300000001,209189.27000000014,-207850.1400000001,64.0,0.0
0.0,0.0,0.0,4.617585721963583,265888.09,52.73,997.99,553.9335208333334,559.63,273.77196550516646,480.0,25.0,111007.01,100.08,998.79,538.8689805825243,511.765,259.9120740861357,206.0,47.0,686.0,215077.73000000019,58999.32,59326.21,214207.29000000018,156078.41000000018,-154881.0800000002,65.0,0.0
0.0,0.0,0.0,5.149664934912651,165832.02000000002,104.73,995.86,547.300396039604,538.89,256.72719782834395,303.0,32.0,114875.67,106.84,998.7,557.6488834951456,570.11,258.8762926389765,206.0,48.0,509.0,154019.71000000002,98868.98,98868.98,149825.33000000002,55150.730000000025,-50956.35000000002,66.0,0.0
0.0,0.0,0.0,4.883625328438117,204823.19,26.44,997.4,546.1951733333333,561.52,263.3860178630786,375.0,31.0,119903.15,101.9,995.79,582.0541262135922,602.61,263.7431606897974,206.0,45.0,581.0,187728.1800000001,80987.65,80987.65,165907.69000000018,106740.53000000012,-84920.04000000018,67.0,1.0
0.0,0.0,0.0,5.016645131675384,180412.85000000003,2.13,996.84,556.8297839506174,561.485,263.9805340015499,324.0,31.0,116391.37999999998,101.29,997.09,565.0066990291261,577.155,259.4919099357691,206.0,47.0,530.0,158729.11,73947.51,73947.51,137968.97999999998,84781.59999999999,-64021.46999999999,68.0,0.0
0.0,0.0,0.0,5.748254049480352,195682.61000000002,33.53,999.67,568.8447965116279,574.53,254.94976556373828,344.0,39.0,118220.07,106.7,999.38,573.8838349514564,584.485,264.21773771577614,206.0,50.0,550.0,176312.58999999985,71381.97,71381.97,148844.50999999966,104930.61999999985,-77462.53999999966,69.0,1.0
0.0,0.0,0.0,4.55107582034495,176968.02,18.15,997.2,546.1975925925925,551.575,263.516908308698,324.0,26.0,116335.70999999999,100.07,990.31,564.7364563106796,568.6099999999999,253.61174419715627,206.0,45.0,530.0,166020.25999999995,88713.49,89278.32,149910.63000000003,77306.76999999995,-60632.31000000003,70.0,0.0
0.0,0.0,0.0,5.216174836531285,250430.35999999996,3.61,998.02,515.2888065843621,493.345,274.24397073965565,486.0,29.0,115154.48999999999,102.23,996.64,559.0023786407767,570.785,253.82824197276167,206.0,52.0,692.0,215877.61999999968,69787.47,69787.47,205063.3399999995,146090.14999999967,-135275.8699999995,71.0,0.0
0.0,0.0,0.0,4.817115426819484,227051.31,72.3,997.1,544.4875539568345,541.84,267.4580127531486,417.0,28.0,105203.70999999999,112.41,998.03,513.1888292682927,505.1,246.24199558731758,205.0,47.0,622.0,216876.35000000015,75181.62,75181.62,197029.22000000003,141694.73000000016,-121847.60000000003,72.0,0.0
0.0,0.0,0.0,4.883625328438117,247010.08000000002,4.58,998.52,551.3617857142857,533.865,255.09874136132592,448.0,28.0,114678.90999999999,101.34,986.79,559.4093170731707,565.75,264.72980012766067,205.0,48.0,653.0,218769.10000000036,86217.35,86217.35,218548.52000000028,132551.75000000035,-132331.17000000027,73.0,0.0
0.0,0.0,0.0,4.684095623582217,236675.29,5.59,999.67,523.6178982300885,514.47,267.09810129808625,452.0,25.0,108413.20999999999,100.65,998.71,526.2777184466019,499.615,249.13432870630282,206.0,48.0,658.0,233582.5500000001,74227.83000000002,74626.32,202888.40000000026,159354.7200000001,-128262.08000000025,74.0,1.0
0.0,0.0,0.0,4.617585721963583,139130.32,46.51,998.71,521.0873408239701,504.91,257.8987947744469,267.0,27.0,108353.67000000001,105.43,995.13,525.9886893203884,495.99,253.36822198602528,206.0,45.0,473.0,83845.49,52045.27,52045.27,82821.92000000001,31800.22000000001,-30776.650000000016,75.0,0.0
0.0,0.0,0.0,3.819466902539983,87793.26000000001,19.51,990.73,522.5789285714286,509.195,259.6331711831405,168.0,22.0,116531.03,115.03,999.23,565.6846116504854,569.9300000000001,261.2863858205024,206.0,38.0,374.0,92671.24000000015,49187.2500000002,77974.44,49236.6700000002,43483.989999999954,28737.7699999998,76.0,0.0
0.0,0.0,0.0,3.686447099302716,123423.73999999999,9.13,987.55,548.5499555555555,542.55,250.84474394156467,225.0,19.0,109832.66999999998,102.57,997.15,535.7691219512194,513.63,268.1577677726118,205.0,39.0,430.0,129957.46,79307.21,79307.21,92898.27999999997,50650.25,-13591.069999999963,77.0,0.0
0.0,0.0,0.0,3.7529570009213495,179149.9,7.97,995.06,541.2383685800604,553.22,262.33248063848805,331.0,21.0,119142.46999999999,100.95,998.66,578.3615048543688,568.365,259.44551626847027,206.0,38.0,537.0,144546.84999999974,60037.35,60037.35,120044.77999999984,84509.49999999974,-60007.42999999984,78.0,0.0
0.0,0.0,0.0,4.35154611548905,299525.6,57.9,999.98,530.1338053097345,512.87,260.19050812790215,565.0,30.0,107142.03,105.08,995.92,520.1069417475728,489.46,248.31538726250272,206.0,38.0,771.0,261854.73999999982,67872.13,67872.13,260255.6999999998,193982.6099999998,-192383.5699999998,79.0,0.0
0.0,0.0,0.0,3.553427296065449,93618.62000000001,104.41,983.48,523.0090502793297,526.28,260.1122882959621,179.0,19.0,113609.69999999998,102.24,999.41,554.1936585365853,559.03,268.2917345904304,205.0,37.0,384.0,74210.94999999998,43202.86999999999,63193.95,43202.86999999999,31008.079999999994,19991.08000000001,80.0,0.0
0.0,0.0,0.0,3.7529570009213495,146821.93,77.5,994.91,531.9635144927536,523.745,269.49951821829796,276.0,19.0,111949.44,103.05,991.87,543.4438834951457,560.25,256.96456408539694,206.0,40.0,482.0,158120.46000000005,84036.48999999999,84540.09,119412.58000000007,74083.97000000006,-34872.49000000008,81.0,0.0
0.0,0.0,0.0,4.085506509014516,95819.8,3.76,996.89,512.4053475935829,519.19,259.1269231492841,187.0,23.0,109298.4,100.14,998.93,530.5747572815534,517.41,250.27497595642603,206.0,41.0,393.0,63149.84000000001,35678.05,50850.14,37371.54,27471.790000000008,13478.599999999999,82.0,0.0
0.0,0.0,0.0,3.8859768041586165,182802.46000000002,1.39,995.84,550.6098192771085,540.2249999999999,267.38154519602347,332.0,20.0,115368.28,100.23,998.98,560.0401941747573,567.165,268.63409312897056,206.0,41.0,538.0,162478.71999999983,55495.24,55495.24,122929.41999999984,106983.47999999984,-67434.17999999985,83.0,0.0
