alert_id,alert_type,is_sar,tran_id,orig_acct,bene_acct,tx_type,base_amt,tran_timestamp
42,scatter_gather,True,47182,4402,603,TRANSFER,903.1,2017-05-25T00:00:00Z
42,scatter_gather,True,47183,7904,603,TRANSFER,673.78,2017-05-25T00:00:00Z
6,fan_in,True,47243,6300,88,TRANSFER,276.63,2017-05-25T00:00:00Z
42,scatter_gather,True,47780,2265,603,TRANSFER,922.21,2017-05-26T00:00:00Z
42,scatter_gather,True,47781,2581,603,TRANSFER,608.29,2017-05-26T00:00:00Z
42,scatter_gather,True,47782,5684,603,TRANSFER,481.35,2017-05-26T00:00:00Z
42,scatter_gather,True,48081,5682,603,TRANSFER,125.26,2017-05-27T00:00:00Z
42,scatter_gather,True,48082,7539,603,TRANSFER,264.62,2017-05-27T00:00:00Z
42,scatter_gather,True,48083,4252,603,TRANSFER,768.52,2017-05-27T00:00:00Z
42,scatter_gather,True,48279,6081,603,TRANSFER,915.92,2017-05-28T00:00:00Z
42,scatter_gather,True,48666,6304,603,TRANSFER,733.11,2017-05-29T00:00:00Z
13,fan_out,True,49189,128,2571,TRANSFER,298.41,2017-05-31T00:00:00Z
15,fan_out,True,49620,153,3062,TRANSFER,744.61,2017-06-01T00:00:00Z
0,fan_in,True,49665,5208,108,TRANSFER,630.56,2017-06-01T00:00:00Z
8,fan_out,True,50592,31,4980,TRANSFER,998.34,2017-06-04T00:00:00Z
3,fan_in,True,51186,6948,69,TRANSFER,990.15,2017-06-06T00:00:00Z
13,fan_out,True,54481,128,4147,TRANSFER,837.18,2017-06-16T00:00:00Z
8,fan_out,True,54629,31,2395,TRANSFER,174.65,2017-06-16T00:00:00Z
6,fan_in,True,55026,3740,88,TRANSFER,831.95,2017-06-18T00:00:00Z
1,fan_in,True,55153,3290,25,TRANSFER,247.04,2017-06-18T00:00:00Z
3,fan_in,True,59751,5191,69,TRANSFER,418.11,2017-07-02T00:00:00Z
12,fan_out,True,60572,144,50,TRANSFER,520.94,2017-07-05T00:00:00Z
37,cycle,True,61429,152,2026,TRANSFER,409.89,2017-07-07T00:00:00Z
37,cycle,True,61966,650,6338,TRANSFER,480.64,2017-07-09T00:00:00Z
37,cycle,True,62787,1284,7726,TRANSFER,636.24,2017-07-11T00:00:00Z
37,cycle,True,64943,6338,992,TRANSFER,945.66,2017-07-18T00:00:00Z
37,cycle,True,64944,992,1284,TRANSFER,240.01,2017-07-18T00:00:00Z
37,cycle,True,66102,7726,152,TRANSFER,882.76,2017-07-21T00:00:00Z
37,cycle,True,67236,2026,650,TRANSFER,365.26,2017-07-25T00:00:00Z
12,fan_out,True,69087,144,4145,TRANSFER,239.69,2017-07-31T00:00:00Z
48,gather_scatter,True,74111,2707,6467,TRANSFER,785.88,2017-08-15T00:00:00Z
32,cycle,True,74384,56,5284,TRANSFER,949.13,2017-08-16T00:00:00Z
15,fan_out,True,74552,153,5904,TRANSFER,460.93,2017-08-17T00:00:00Z
48,gather_scatter,True,74702,2512,6467,TRANSFER,736.32,2017-08-17T00:00:00Z
48,gather_scatter,True,74867,1693,6467,TRANSFER,993.27,2017-08-18T00:00:00Z
32,cycle,True,75124,7354,56,TRANSFER,566.24,2017-08-19T00:00:00Z
32,cycle,True,75471,4775,7354,TRANSFER,712.92,2017-08-20T00:00:00Z
32,cycle,True,77645,2252,4775,TRANSFER,675.03,2017-08-27T00:00:00Z
48,gather_scatter,True,77895,6467,1371,TRANSFER,580.37,2017-08-28T00:00:00Z
48,gather_scatter,True,78230,6467,3529,TRANSFER,490.0,2017-08-29T00:00:00Z
48,gather_scatter,True,78811,6467,1914,TRANSFER,604.34,2017-08-31T00:00:00Z
32,cycle,True,79833,5284,2252,TRANSFER,893.15,2017-09-03T00:00:00Z
41,scatter_gather,True,81527,6255,2919,TRANSFER,300.17,2017-09-09T00:00:00Z
41,scatter_gather,True,81871,6255,2266,TRANSFER,812.89,2017-09-10T00:00:00Z
41,scatter_gather,True,81872,6255,4675,TRANSFER,520.94,2017-09-10T00:00:00Z
41,scatter_gather,True,81873,6255,7980,TRANSFER,803.61,2017-09-10T00:00:00Z
41,scatter_gather,True,82444,6255,4373,TRANSFER,468.77,2017-09-12T00:00:00Z
12,fan_out,True,83786,144,2319,TRANSFER,398.69,2017-09-17T00:00:00Z
41,scatter_gather,True,85733,4373,5883,TRANSFER,573.75,2017-09-24T00:00:00Z
41,scatter_gather,True,85734,4675,5883,TRANSFER,187.29,2017-09-24T00:00:00Z
41,scatter_gather,True,86432,2266,5883,TRANSFER,102.47,2017-09-26T00:00:00Z
41,scatter_gather,True,86433,7980,5883,TRANSFER,856.94,2017-09-26T00:00:00Z
41,scatter_gather,True,86661,2919,5883,TRANSFER,814.27,2017-09-27T00:00:00Z
9,fan_out,True,93629,181,2820,TRANSFER,745.23,2017-10-24T00:00:00Z
0,fan_in,True,94434,1412,108,TRANSFER,499.9,2017-10-27T00:00:00Z
46,gather_scatter,True,94573,2843,7059,TRANSFER,316.33,2017-10-28T00:00:00Z
11,fan_out,True,94856,143,4272,TRANSFER,555.57,2017-10-29T00:00:00Z
46,gather_scatter,True,95308,3863,7059,TRANSFER,817.23,2017-10-31T00:00:00Z
46,gather_scatter,True,95600,3673,7059,TRANSFER,636.76,2017-11-01T00:00:00Z
46,gather_scatter,True,95715,4310,7059,TRANSFER,478.6,2017-11-02T00:00:00Z
46,gather_scatter,True,96174,6109,7059,TRANSFER,956.25,2017-11-03T00:00:00Z
46,gather_scatter,True,96959,7059,3815,TRANSFER,358.29,2017-11-07T00:00:00Z
46,gather_scatter,True,97174,7059,1045,TRANSFER,238.61,2017-11-08T00:00:00Z
38,cycle,True,97338,17,7725,TRANSFER,925.22,2017-11-09T00:00:00Z
46,gather_scatter,True,97975,7059,5689,TRANSFER,400.3,2017-11-11T00:00:00Z
38,cycle,True,98397,6465,17,TRANSFER,959.31,2017-11-13T00:00:00Z
46,gather_scatter,True,98445,7059,2183,TRANSFER,337.55,2017-11-13T00:00:00Z
38,cycle,True,98622,5529,5620,TRANSFER,909.08,2017-11-14T00:00:00Z
46,gather_scatter,True,98631,7059,6037,TRANSFER,350.83,2017-11-14T00:00:00Z
38,cycle,True,99099,5620,720,TRANSFER,815.19,2017-11-16T00:00:00Z
38,cycle,True,99310,3310,6465,TRANSFER,180.35,2017-11-17T00:00:00Z
38,cycle,True,100119,720,407,TRANSFER,500.48,2017-11-21T00:00:00Z
38,cycle,True,100945,407,3310,TRANSFER,770.91,2017-11-24T00:00:00Z
38,cycle,True,101069,7725,5529,TRANSFER,241.09,2017-11-25T00:00:00Z
9,fan_out,True,101742,181,5153,TRANSFER,471.13,2017-11-28T00:00:00Z
35,cycle,True,101884,179,316,TRANSFER,739.1,2017-11-29T00:00:00Z
35,cycle,True,102174,4323,3725,TRANSFER,939.08,2017-11-30T00:00:00Z
35,cycle,True,102175,3169,4456,TRANSFER,972.41,2017-11-30T00:00:00Z
35,cycle,True,104053,3725,3169,TRANSFER,625.04,2017-12-09T00:00:00Z
35,cycle,True,104640,1141,4323,TRANSFER,904.72,2017-12-12T00:00:00Z
35,cycle,True,104984,4456,179,TRANSFER,374.04,2017-12-14T00:00:00Z
35,cycle,True,105439,316,1141,TRANSFER,870.33,2017-12-16T00:00:00Z
47,gather_scatter,True,108083,5592,6597,TRANSFER,603.03,2017-12-30T00:00:00Z
47,gather_scatter,True,108084,7676,6597,TRANSFER,910.76,2017-12-30T00:00:00Z
49,gather_scatter,True,108182,917,5528,TRANSFER,454.85,2017-12-31T00:00:00Z
47,gather_scatter,True,108206,368,6597,TRANSFER,522.13,2017-12-31T00:00:00Z
49,gather_scatter,True,108465,6027,5528,TRANSFER,758.72,2018-01-01T00:00:00Z
49,gather_scatter,True,108560,5642,5528,TRANSFER,204.33,2018-01-02T00:00:00Z
47,gather_scatter,True,109016,98,6597,TRANSFER,379.2,2018-01-04T00:00:00Z
49,gather_scatter,True,109120,5528,6349,TRANSFER,186.61,2018-01-05T00:00:00Z
47,gather_scatter,True,109253,6597,7942,TRANSFER,382.44,2018-01-06T00:00:00Z
49,gather_scatter,True,109267,5528,8010,TRANSFER,419.08,2018-01-06T00:00:00Z
47,gather_scatter,True,109519,6597,7134,TRANSFER,497.67,2018-01-07T00:00:00Z
49,gather_scatter,True,109770,5528,7644,TRANSFER,220.45,2018-01-09T00:00:00Z
47,gather_scatter,True,109903,6597,3357,TRANSFER,410.97,2018-01-09T00:00:00Z
47,gather_scatter,True,110374,6597,998,TRANSFER,134.0,2018-01-12T00:00:00Z
14,fan_out,True,112094,48,2804,TRANSFER,396.29,2018-01-23T00:00:00Z
9,fan_out,True,114939,181,5386,TRANSFER,675.22,2018-02-10T00:00:00Z
11,fan_out,True,115017,143,905,TRANSFER,734.07,2018-02-11T00:00:00Z
9,fan_out,True,117669,181,286,TRANSFER,357.54,2018-03-02T00:00:00Z
39,cycle,True,120361,145,441,TRANSFER,863.63,2018-03-24T00:00:00Z
39,cycle,True,120362,2374,145,TRANSFER,203.0,2018-03-24T00:00:00Z
0,fan_in,True,120379,1413,108,TRANSFER,510.41,2018-03-24T00:00:00Z
39,cycle,True,120821,1611,7247,TRANSFER,731.02,2018-03-28T00:00:00Z
39,cycle,True,120909,7247,2374,TRANSFER,171.88,2018-03-29T00:00:00Z
39,cycle,True,121737,441,1611,TRANSFER,344.09,2018-04-05T00:00:00Z
11,fan_out,True,122840,143,5693,TRANSFER,104.83,2018-04-14T00:00:00Z
45,gather_scatter,True,127800,5912,7534,TRANSFER,570.69,2018-05-28T00:00:00Z
45,gather_scatter,True,127801,4938,7534,TRANSFER,525.13,2018-05-28T00:00:00Z
14,fan_out,True,128165,48,1407,TRANSFER,179.18,2018-05-31T00:00:00Z
45,gather_scatter,True,129093,7534,5879,TRANSFER,150.53,2018-06-09T00:00:00Z
45,gather_scatter,True,129094,7534,372,TRANSFER,113.36,2018-06-09T00:00:00Z
45,gather_scatter,True,129829,7534,1897,TRANSFER,321.46,2018-06-15T00:00:00Z
44,scatter_gather,True,135862,4577,7800,TRANSFER,440.79,2018-08-12T00:00:00Z
44,scatter_gather,True,136037,4577,5799,TRANSFER,292.91,2018-08-14T00:00:00Z
44,scatter_gather,True,136243,4577,5510,TRANSFER,642.67,2018-08-15T00:00:00Z
44,scatter_gather,True,136244,4577,7318,TRANSFER,133.32,2018-08-15T00:00:00Z
44,scatter_gather,True,136245,4577,1936,TRANSFER,396.09,2018-08-15T00:00:00Z
44,scatter_gather,True,136334,4577,3408,TRANSFER,777.31,2018-08-16T00:00:00Z
44,scatter_gather,True,136335,4577,412,TRANSFER,603.56,2018-08-16T00:00:00Z
44,scatter_gather,True,136336,4577,2487,TRANSFER,255.63,2018-08-16T00:00:00Z
44,scatter_gather,True,136337,4577,652,TRANSFER,859.31,2018-08-16T00:00:00Z
44,scatter_gather,True,136338,4577,5626,TRANSFER,576.87,2018-08-16T00:00:00Z
40,scatter_gather,True,136458,131,7922,TRANSFER,846.85,2018-08-17T00:00:00Z
40,scatter_gather,True,136459,131,4171,TRANSFER,962.67,2018-08-17T00:00:00Z
44,scatter_gather,True,136512,652,5887,TRANSFER,604.77,2018-08-18T00:00:00Z
44,scatter_gather,True,136513,7318,5887,TRANSFER,846.18,2018-08-18T00:00:00Z
44,scatter_gather,True,136514,5799,5887,TRANSFER,462.11,2018-08-18T00:00:00Z
40,scatter_gather,True,136551,131,5108,TRANSFER,541.52,2018-08-18T00:00:00Z
40,scatter_gather,True,136552,131,7696,TRANSFER,245.78,2018-08-18T00:00:00Z
44,scatter_gather,True,136580,3408,5887,TRANSFER,358.38,2018-08-19T00:00:00Z
40,scatter_gather,True,136593,131,2828,TRANSFER,978.19,2018-08-19T00:00:00Z
44,scatter_gather,True,136769,2487,5887,TRANSFER,468.34,2018-08-20T00:00:00Z
44,scatter_gather,True,136770,5510,5887,TRANSFER,728.75,2018-08-20T00:00:00Z
40,scatter_gather,True,136800,131,1567,TRANSFER,424.67,2018-08-21T00:00:00Z
44,scatter_gather,True,136815,412,5887,TRANSFER,706.74,2018-08-21T00:00:00Z
44,scatter_gather,True,136816,5626,5887,TRANSFER,768.12,2018-08-21T00:00:00Z
44,scatter_gather,True,136817,1936,5887,TRANSFER,694.13,2018-08-21T00:00:00Z
40,scatter_gather,True,136945,131,5522,TRANSFER,575.22,2018-08-22T00:00:00Z
44,scatter_gather,True,136966,7800,5887,TRANSFER,799.51,2018-08-22T00:00:00Z
40,scatter_gather,True,137099,1567,1771,TRANSFER,936.89,2018-08-24T00:00:00Z
40,scatter_gather,True,137100,2828,1771,TRANSFER,329.26,2018-08-24T00:00:00Z
40,scatter_gather,True,137101,5522,1771,TRANSFER,346.44,2018-08-24T00:00:00Z
40,scatter_gather,True,137293,5108,1771,TRANSFER,434.07,2018-08-25T00:00:00Z
40,scatter_gather,True,137330,4171,1771,TRANSFER,788.78,2018-08-26T00:00:00Z
40,scatter_gather,True,137534,7696,1771,TRANSFER,793.42,2018-08-28T00:00:00Z
40,scatter_gather,True,137607,7922,1771,TRANSFER,826.68,2018-08-29T00:00:00Z
34,cycle,True,138630,116,5735,TRANSFER,934.62,2018-09-08T00:00:00Z
34,cycle,True,138631,2554,116,TRANSFER,780.21,2018-09-08T00:00:00Z
31,cycle,True,138740,171,5290,TRANSFER,499.26,2018-09-09T00:00:00Z
31,cycle,True,139005,4568,5046,TRANSFER,540.66,2018-09-12T00:00:00Z
31,cycle,True,139231,5046,6669,TRANSFER,553.21,2018-09-14T00:00:00Z
34,cycle,True,139332,3439,159,TRANSFER,324.94,2018-09-15T00:00:00Z
31,cycle,True,139437,6669,1332,TRANSFER,420.74,2018-09-16T00:00:00Z
31,cycle,True,139550,1332,7571,TRANSFER,94.76,2018-09-17T00:00:00Z
31,cycle,True,139602,7571,171,TRANSFER,815.66,2018-09-18T00:00:00Z
34,cycle,True,139732,159,2554,TRANSFER,612.52,2018-09-19T00:00:00Z
31,cycle,True,139948,5290,4568,TRANSFER,239.19,2018-09-21T00:00:00Z
34,cycle,True,139996,5735,1076,TRANSFER,828.0,2018-09-22T00:00:00Z
